10,17,0,17
7,7,0,7
3,3,0,3
3,3,0,3
3,3,0,3
8,14,0,14
15,29,0,29
4,5,0,5
1,1,0,1
3,6,0,6
2,3,0,3
4,4,0,4
2,2,0,2
11,14,0,14
3,3,0,3
8,10,0,10
1,1,0,1
17,20,0,20
1,1,0,1
2,2,0,2
6,10,0,10
2,2,0,2
1,1,0,1
4,4,0,4
8,11,0,11
10,12,0,12
1,1,0,1
7,12,0,12
7,7,0,7
3,3,0,3
4,5,0,5
8,8,0,8
9,12,0,12
3,3,0,3
2,2,0,2
5,5,0,5
5,5,0,5
2,2,0,2
12,12,0,12
13,17,0,17
6,9,0,9
3,3,0,3
3,3,0,3
3,4,0,4
4,4,0,4
7,7,0,7
9,17,0,17
16,16,0,16
4,4,0,4
3,3,0,3
10,9,0,10
19,24,0,24
2,3,0,3
5,10,0,10
1,1,0,1
3,5,0,5
7,14,0,14
10,19,0,20
1,1,0,1
3,3,0,3
1,1,0,1
7,9,0,9
3,3,0,3
20,20,0,20
1,1,0,1
15,15,0,15
1,1,0,1
6,6,0,6
14,19,0,19
2,2,0,2
6,6,0,6
3,3,0,3
4,6,0,6
1,1,0,1
7,7,0,7
5,11,0,11
1,1,0,1
11,13,0,13
9,18,0,18
11,12,0,12
12,14,0,14
9,9,0,9
2,2,0,2
4,4,0,4
5,6,0,6
6,6,0,6
3,4,0,4
11,15,0,15
9,9,0,9
10,11,0,11
13,14,0,14
4,6,0,6
12,12,0,12
11,15,0,15
13,17,0,17
9,13,0,13
1,1,0,1
5,5,0,5
1,1,0,1
12,15,0,15
4,4,0,4
2,2,0,2
4,4,0,4
1,1,0,1
8,15,0,15
7,8,0,8
1,1,0,1
7,6,0,7
3,4,0,4
2,3,0,3
5,5,0,5
16,23,0,23
3,4,0,4
5,5,0,5
1,2,0,2
3,3,0,3
3,3,0,3
4,4,0,4
1,1,0,1
6,11,0,11
11,12,0,12
2,2,0,2
8,10,0,10
2,2,0,2
8,9,0,9
9,11,0,11
2,2,0,2
1,1,0,1
8,8,0,8
1,1,0,1
4,7,0,7
4,4,0,4
6,6,0,6
8,10,0,10
2,2,0,2
9,13,0,14
10,10,0,10
14,16,0,16
3,3,0,3
8,9,0,9
4,4,0,4
13,17,0,17
4,4,0,4
6,6,0,6
3,5,0,5
1,1,0,1
4,4,0,4
4,5,0,5
1,2,0,2
1,1,0,1
1,1,0,1
1,1,0,1
7,7,0,7
9,13,0,13
8,12,0,12
9,12,0,12
2,2,0,2
7,9,0,9
3,5,0,5
7,9,0,9
5,5,0,5
14,24,0,24
4,6,0,6
2,2,0,2
9,15,0,15
3,3,0,3
2,2,0,2
13,19,0,19
12,18,0,18
7,8,0,8
10,11,0,11
8,8,0,8
2,2,0,2
9,9,0,9
14,16,0,16
1,1,0,1
2,2,0,2
3,3,0,3
1,1,0,1
5,5,0,5
3,3,0,3
6,6,0,6
9,11,0,11
10,10,0,11
2,2,0,2
6,6,0,6
8,9,0,9
1,1,0,1
9,9,0,9
2,2,0,2
3,3,0,3
1,1,0,1
6,6,0,6
3,6,0,6
2,2,0,2
1,3,0,3
2,2,0,2
4,5,0,5
8,9,0,9
4,4,0,4
10,13,0,13
2,2,0,2
7,11,0,11
10,10,0,10
2,2,0,2
4,6,0,6
10,13,0,13
10,11,0,11
6,7,0,7
2,2,0,2
7,9,0,9
8,10,0,10
5,5,0,5
8,10,0,10
4,5,0,5
2,2,0,2
1,1,0,1
3,3,0,3
4,4,0,4
4,4,0,4
17,21,0,21
4,5,0,5
11,19,0,19
4,5,0,5
3,3,0,3
10,11,0,11
1,1,0,1
18,18,0,18
5,3,0,5
8,9,0,9
12,19,0,19
15,26,0,26
6,6,0,6
7,8,0,8
10,10,0,10
11,11,0,11
2,4,0,4
2,2,0,2
13,13,0,13
8,9,0,9
1,1,0,1
1,1,0,1
15,15,0,15
13,16,0,16
3,3,0,3
13,17,0,17
4,4,0,4
12,16,0,17
12,19,0,20
6,6,0,6
4,4,0,4
2,3,0,3
11,20,0,20
4,7,0,7
3,3,0,3
2,2,0,2
6,8,0,8
5,5,0,5
12,23,0,23
5,5,0,5
9,13,0,13
2,2,0,2
5,8,0,8
1,1,0,1
3,3,0,3
2,2,0,2
4,4,0,4
6,13,0,13
4,4,0,4
10,11,0,11
5,5,0,5
2,3,0,3
1,1,0,1
3,3,0,3
3,11,0,11
5,8,0,8
3,3,0,3
10,14,0,14
3,3,0,3
2,4,0,4
1,1,0,1
5,7,0,7
7,7,0,7
6,7,0,7
6,7,0,7
15,18,0,19
6,7,0,7
5,5,0,5
8,12,0,12
1,1,0,1
3,3,0,3
2,2,0,2
2,2,0,2
2,2,0,2
8,8,0,8
2,2,0,2
9,11,0,11
4,4,0,4
4,4,0,4
15,16,0,16
4,4,0,4
2,2,0,2
9,9,0,9
1,1,0,1
7,13,0,13
10,10,0,10
6,9,0,9
3,3,0,3
1,1,0,1
1,1,0,1
17,17,0,17
1,1,0,1
3,3,0,3
7,7,0,7
4,6,0,6
2,2,0,2
2,2,0,2
5,5,0,5
12,13,0,13
6,6,0,6
36,37,0,37
3,3,0,3
5,5,0,5
8,11,0,11
11,12,0,12
2,2,0,2
1,1,0,1
14,15,0,15
7,15,0,15
5,10,0,11
8,8,0,8
7,11,0,11
17,19,0,19
4,4,0,4
3,3,0,3
3,4,0,4
9,9,0,9
4,4,0,4
6,6,0,6
12,13,0,13
3,3,0,3
6,11,0,11
5,6,0,6
2,2,0,2
17,26,0,26
7,10,0,10
15,20,0,20
2,2,0,2
1,1,0,1
18,19,0,19
8,14,0,14
