67,59,0
7,8,0
56,56,0
86,5,0
16,10,0
88,2,0
18,12,0
5,3,0
94,5,0
83,6,0
61,61,0
65,59,0
64,63,0
66,66,0
55,57,0
57,54,0
92,6,0
65,62,0
57,52,0
65,59,0
2,1,0
58,50,0
15,14,0
91,5,0
96,3,0
66,66,0
6,5,0
91,6,0
28,52,0
11,16,0
45,24,0
10,12,0
15,17,0
11,16,0
13,11,0
47,25,0
12,8,0
24,45,0
57,59,0
16,17,0
8,10,0
13,18,0
27,15,0
7,4,0
8,11,0
8,9,0
10,7,0
10,11,0
27,17,0
58,37,0
77,78,0
9,11,0
9,14,0
14,16,0
45,23,0
16,16,0
21,3,0
16,2,0
10,2,0
9,5,0
18,2,0
7,3,0
8,7,0
8,12,0
6,3,0
13,3,0
9,2,0
10,7,0
9,2,0
4,4,0
7,4,0
2,1,0
7,7,0
2,2,0
21,3,0
11,3,0
27,2,0
8,12,0
38,5,0
4,5,0
2,2,0
8,4,0
11,1,0
6,4,0
22,21,0
28,27,0
20,22,0
24,24,0
5,6,0
30,22,0
26,25,0
5,1,0
18,15,0
19,20,0
21,19,0
23,25,0
20,20,0
28,20,0
20,19,0
6,5,0
24,24,0
23,22,0
18,17,0
18,18,0
18,19,0
19,19,0
25,24,0
25,26,0
6,1,0
22,21,0
22,21,0
23,22,0
6,5,0
9,3,0
3,3,0
1,2,0
10,4,0
14,2,0
19,16,0
17,3,0
12,3,0
3,2,0
9,10,0
10,3,0
12,2,0
13,3,0
21,3,0
9,3,0
9,3,0
13,11,0
7,3,0
8,1,0
26,3,0
10,3,0
15,23,0
19,3,0
3,3,0
18,2,0
19,3,0
13,2,0
25,3,0
10,3,0
4,5,0
2,2,0
3,2,0
16,3,0
16,25,0
6,10,0
8,12,0
2,2,0
10,3,0
12,3,0
12,3,0
3,3,0
50,2,0
8,8,0
17,27,0
11,3,0
20,3,0
13,2,0
49,3,0
24,28,0
15,27,0
6,8,0
8,3,0
49,3,0
14,3,0
33,3,0
15,12,0
12,10,0
12,11,0
12,4,0
13,10,0
12,13,0
2,2,0
10,11,0
5,1,0
12,11,0
11,11,0
19,19,0
13,11,0
11,9,0
20,19,0
4,4,0
18,16,0
16,16,0
17,9,0
13,4,0
4,2,0
11,10,0
14,14,0
15,12,0
5,5,0
37,29,0
54,50,0
5,6,0
8,4,0
9,7,0
8,5,0
3,2,0
4,2,0
5,3,0
53,44,0
7,4,0
13,13,0
9,3,0
15,4,0
4,2,0
4,2,0
10,10,0
14,15,0
4,1,0
4,2,0
7,5,0
6,3,0
7,2,0
7,1,0
53,43,0
6,4,0
5,5,0
6,6,0
9,3,0
3,2,0
6,3,0
4,7,0
11,2,0
10,2,0
11,11,0
4,5,0
3,1,0
3,3,0
3,1,0
11,3,0
11,11,0
7,3,0
7,7,0
4,2,0
9,8,0
5,5,0
9,2,0
5,7,0
9,7,0
9,9,0
5,6,0
9,10,0
6,8,0
9,10,0
11,11,0
11,11,0
9,9,0
9,2,0
6,9,0
11,8,0
9,9,0
2,2,0
4,2,0
6,6,0
7,1,0
16,2,0
5,5,0
1,2,0
2,2,0
8,3,0
11,6,0
5,1,0
13,12,0
9,9,0
5,5,0
7,7,0
5,3,0
27,25,0
39,2,0
4,3,0
27,23,0
2,2,0
15,3,0
5,4,0
6,5,0
14,11,0
7,5,0
12,10,0
7,5,0
19,10,0
5,2,0
15,15,0
13,4,0
14,4,0
7,8,0
5,3,0
4,5,0
6,6,0
5,3,0
12,10,0
7,5,0
10,7,0
8,3,0
5,2,0
2,2,0
9,4,0
2,2,0
2,3,0
73,74,0
4,2,0
9,5,0
7,7,0
3,3,0
8,8,0
5,5,0
3,1,0
8,2,0
10,8,0
4,2,0
12,11,0
4,3,0
26,21,0
8,4,0
27,22,0
22,17,0
11,2,0
7,7,0
26,20,0
7,3,0
55,46,0
10,8,0
34,28,0
21,17,0
8,2,0
17,12,0
10,10,0
22,15,0
27,22,0
20,2,0
7,4,0
21,15,0
7,8,0
10,2,0
5,6,0
7,7,0
7,7,0
6,7,0
7,7,0
6,6,0
5,5,0
4,5,0
5,5,0
5,5,0
4,6,0
7,7,0
4,5,0
6,6,0
7,7,0
7,7,0
6,5,0
7,6,0
6,7,0
7,2,0
6,6,0
5,3,0
6,7,0
7,7,0
6,7,0
6,7,0
7,7,0
5,6,0
5,7,0
8,1,0
7,7,0
6,4,0
17,3,0
11,8,0
5,5,0
15,2,0
17,3,0
22,2,0
2,2,0
12,9,0
7,7,0
14,11,0
4,2,0
8,1,0
4,2,0
4,2,0
7,7,0
4,5,0
2,2,0
16,12,0
14,3,0
12,9,0
16,14,0
10,17,0
30,23,0
7,2,0
15,3,0
10,1,0
55,47,0
6,6,0
17,3,0
15,3,0
15,3,0
7,7,0
7,1,0
75,2,0
14,5,0
10,2,0
2,3,0
76,3,0
17,3,0
28,3,0
15,25,0
19,2,0
10,1,0
77,2,0
3,4,0
13,8,0
14,14,0
27,2,0
14,11,0
4,2,0
14,2,0
75,4,0
6,7,0
14,14,0
52,52,0
11,2,0
9,3,0
30,3,0
17,17,0
11,4,0
15,14,0
15,14,0
5,5,0
34,34,0
11,1,0
20,37,0
8,7,0
4,4,0
23,23,0
6,5,0
45,56,0
21,24,0
19,28,0
23,25,0
18,18,0
8,8,0
4,4,0
15,21,0
31,3,0
17,10,0
10,10,0
15,15,0
19,33,0
2,2,0
8,9,0
11,10,0
7,1,0
12,11,0
15,16,0
40,39,0
8,8,0
10,1,0
13,13,0
12,11,0
18,18,0
13,13,0
8,9,0
7,1,0
7,3,0
28,28,0
14,12,0
2,2,0
10,1,0
18,20,0
6,6,0
13,13,0
16,6,0
14,14,0
6,3,0
3,1,0
2,2,0
4,4,0
3,2,0
16,3,0
5,8,0
15,2,0
6,2,0
6,4,0
3,3,0
5,8,0
4,7,0
3,1,0
4,2,0
9,5,0
16,2,0
5,2,0
10,3,0
15,3,0
8,3,0
17,18,0
3,1,0
8,1,0
16,2,0
5,3,0
17,3,0
12,4,0
15,7,0
10,5,0
9,1,0
3,2,0
4,5,0
5,1,0
10,17,0
10,6,0
19,3,0
17,3,0
3,1,0
18,5,0
20,3,0
17,3,0
19,6,0
8,6,0
15,24,0
15,3,0
20,6,0
8,4,0
22,3,0
27,6,0
19,3,0
12,11,0
26,4,0
22,4,0
22,2,0
4,2,0
26,4,0
15,6,0
11,4,0
5,4,0
10,1,0
26,2,0
14,4,0
36,2,0
7,4,0
5,3,0
37,6,0
16,24,0
31,2,0
3,3,0
15,4,0
4,2,0
3,3,0
17,6,0
3,2,0
33,4,0
17,31,0
