62,58,1
1,2,1
62,62,1
63,60,1
2,2,1
2,1,1
2,2,1
9,11,1
5,3,0
9,13,1
3,3,0
5,5,0
3,2,0
3,2,1
3,2,0
26,23,1
25,2,1
2,2,0
1,1,0
1,1,0
6,9,1
4,7,0
8,10,1
10,15,1
11,8,0
12,2,0
4,2,0
7,7,0
9,9,0
7,7,0
3,1,0
6,6,0
3,1,1
1,1,0
7,5,0
3,1,1
3,1,0
8,2,0
11,10,1
10,7,0
4,4,0
2,2,0
6,5,0
6,3,0
3,1,0
10,7,1
2,1,0
5,3,1
2,2,0
5,3,0
1,1,0
6,4,0
11,8,0
13,10,1
4,2,0
3,2,0
15,2,1
3,2,1
8,6,1
3,2,1
2,1,1
3,1,1
4,1,1
4,1,1
4,1,1
2,2,1
3,1,1
2,2,1
2,2,0
3,1,0
6,4,0
4,4,0
2,1,0
8,15,1
5,8,1
6,11,1
6,11,1
1,1,0
12,16,1
10,14,1
4,1,1
6,5,0
4,3,0
3,1,0
6,3,0
7,5,0
2,2,0
2,2,0
4,1,1
2,2,1
5,3,1
15,12,1
8,6,0
5,2,0
4,1,0
7,5,0
4,1,1
19,16,1
4,1,0
2,2,1
5,3,0
3,2,0
2,2,0
3,1,0
9,7,0
2,2,0
10,6,0
3,1,0
2,2,1
8,11,1
3,1,0
2,2,0
2,2,1
2,2,0
3,2,1
1,1,1
3,1,1
3,1,0
2,1,0
1,1,0
10,16,1
12,22,1
11,16,1
12,18,1
34,2,1
18,2,1
12,23,1
36,2,1
9,7,1
2,2,1
33,2,1
2,1,1
3,2,1
14,21,1
2,2,1
12,23,1
4,1,1
12,23,1
1,1,1
5,4,1
1,1,1
7,11,1
1,1,0
3,1,0
2,2,0
4,3,1
3,1,1
5,3,1
1,1,0
2,2,1
5,3,1
5,3,1
9,12,1
13,2,1
2,2,1
1,1,1
3,1,1
4,1,1
4,1,1
2,2,0
4,1,1
13,12,1
3,1,1
2,2,1
9,6,0
14,11,1
8,7,0
13,12,1
19,2,1
14,12,1
13,13,1
14,12,1
12,23,1
8,2,0
15,25,1
4,3,0
11,8,1
4,3,1
3,2,1
19,2,1
3,1,1
3,1,1
14,10,1
2,1,1
2,2,1
13,12,1
5,3,1
2,2,1
1,1,1
6,11,1
3,1,1
11,15,1
4,4,0
4,6,0
4,4,0
14,2,0
2,3,0
3,4,0
4,3,0
4,3,0
14,12,1
3,2,1
5,3,1
1,1,1
2,3,0
4,3,1
3,3,1
26,2,1
4,1,0
14,14,1
12,11,1
16,15,1
4,3,0
3,2,0
2,2,0
3,4,0
2,2,1
2,1,1
1,1,1
3,1,1
14,12,1
4,1,1
4,1,1
3,1,1
3,1,1
3,1,1
13,12,1
2,1,1
3,2,1
2,2,1
2,2,1
2,2,1
14,11,1
1,1,1
3,2,1
2,2,1
2,2,0
4,1,0
2,2,0
5,4,0
13,10,1
9,6,0
2,3,1
3,3,1
3,2,1
19,2,1
2,2,1
19,2,1
3,1,0
1,1,0
3,1,0
3,2,0
3,1,0
2,1,0
4,2,0
3,1,0
6,4,0
3,2,0
5,3,0
3,3,0
3,1,0
2,2,0
6,2,0
7,2,0
4,2,0
1,2,0
3,1,0
5,3,0
5,2,0
3,1,0
5,3,0
5,2,0
2,1,0
2,2,0
1,1,0
6,5,0
3,2,0
3,1,0
2,2,0
2,2,0
4,3,0
2,2,0
2,2,0
6,4,0
1,1,0
1,1,0
4,2,0
3,3,0
3,1,0
1,1,0
1,1,0
7,2,0
3,2,0
4,2,0
6,4,0
5,2,0
5,3,0
4,7,0
4,4,0
14,2,0
2,2,0
3,2,0
3,2,0
1,1,0
5,2,0
4,2,0
2,2,0
3,1,0
3,1,0
3,1,0
2,2,0
2,2,0
3,3,0
3,3,0
5,7,0
4,5,0
6,2,0
5,2,0
2,2,0
4,2,0
5,3,0
4,1,0
3,2,0
5,3,0
1,2,0
3,1,0
6,5,0
5,2,0
5,4,0
5,3,0
4,1,0
4,3,0
3,3,0
3,2,0
4,4,0
6,3,0
4,2,0
4,2,0
5,2,0
4,2,0
5,2,0
4,2,0
5,2,0
5,2,0
4,3,0
5,2,0
4,4,0
5,2,0
3,2,0
4,2,0
3,2,0
3,2,0
56,53,1
12,2,0
94,2,1
22,1,1
