Organism rule,IC,mu,t_abs,Num states visted,Num rules visited
30,16,0.5,25,13,24
30,24,0.5,7,6,8
30,11,0.5,7,6,8
30,6,0.5,14,12,15
30,15,0.5,6,6,7
30,12,0.5,5,6,6
30,11,0.5,23,18,21
30,28,0.5,15,10,15
30,30,0.5,6,7,7
30,4,0.5,19,16,19
30,29,0.5,30,20,30
30,28,0.5,17,14,18
30,9,0.5,4,5,5
30,24,0.5,8,8,9
30,11,0.5,18,13,19
30,12,0.5,6,5,7
30,3,0.5,2,3,3
30,15,0.5,3,4,4
30,26,0.5,3,3,4
30,18,0.5,8,7,9
30,11,0.5,1,2,2
30,29,0.5,9,10,10
30,8,0.5,3,4,4
30,23,0.5,3,4,4
30,22,0.5,4,5,5
30,23,0.5,15,12,15
30,1,0.5,4,5,5
30,11,0.5,15,12,15
30,10,0.5,2,3,3
30,17,0.5,1,2,2
30,21,0.5,5,6,6
30,12,0.5,10,11,11
30,3,0.5,15,13,16
30,11,0.5,5,6,6
30,10,0.5,1,2,2
30,26,0.5,20,16,20
30,13,0.5,3,4,4
30,21,0.5,14,11,15
30,16,0.5,6,6,7
30,22,0.5,27,18,28
30,15,0.5,15,13,16
30,6,0.5,4,5,5
30,20,0.5,8,8,9
30,21,0.5,16,15,17
30,4,0.5,1,2,2
30,18,0.5,12,10,12
30,22,0.5,3,4,4
30,12,0.5,31,19,31
30,15,0.5,14,14,14
30,5,0.5,23,16,22
30,24,0.5,13,12,14
30,2,0.5,11,10,12
30,2,0.5,10,9,11
30,19,0.5,6,7,7
30,31,0.5,1,1,2
30,13,0.5,28,19,28
30,10,0.5,15,11,15
30,24,0.5,11,11,10
30,25,0.5,1,2,2
30,0,0.5,1,2,2
30,30,0.5,27,17,26
30,7,0.5,4,5,5
30,22,0.5,2,3,3
30,30,0.5,32,23,33
30,4,0.5,3,4,4
30,3,0.5,7,8,8
30,28,0.5,5,6,6
30,7,0.5,26,20,24
30,11,0.5,1,2,2
30,29,0.5,24,20,25
30,16,0.5,23,18,23
30,28,0.5,1,2,2
30,29,0.5,4,5,5
30,9,0.5,13,13,13
30,2,0.5,6,7,7
30,13,0.5,1,2,2
30,3,0.5,16,12,17
30,0,0.5,1,2,2
30,16,0.5,1,2,2
30,28,0.5,1,2,2
30,18,0.5,24,19,24
30,17,0.5,2,3,3
30,28,0.5,10,9,11
30,15,0.5,1,2,2
30,23,0.5,23,17,22
30,30,0.5,14,15,15
30,3,0.5,12,12,12
30,17,0.5,12,12,13
30,9,0.5,10,11,11
30,29,0.5,2,3,3
30,27,0.5,11,10,12
30,8,0.5,25,18,26
30,26,0.5,1,2,2
30,31,0.5,1,2,2
30,0,0.5,1,1,2
30,19,0.5,3,4,4
30,22,0.5,5,6,6
30,4,0.5,12,11,13
30,20,0.5,3,4,4
30,17,0.5,11,10,11
30,16,0.5,3,4,4
30,16,0.5,13,12,14
30,31,0.5,1,2,2
30,10,0.5,6,7,7
30,2,0.5,10,10,11
30,23,0.5,2,3,3
30,11,0.5,1,2,2
30,20,0.5,5,6,6
30,31,0.5,1,2,2
30,7,0.5,19,16,18
30,22,0.5,23,15,23
30,1,0.5,8,8,9
30,25,0.5,5,6,6
30,25,0.5,18,17,17
30,28,0.5,4,5,5
30,9,0.5,9,9,10
30,0,0.5,1,1,2
30,23,0.5,10,9,10
30,26,0.5,7,7,8
30,25,0.5,6,7,7
30,9,0.5,5,6,6
30,3,0.5,2,3,3
30,25,0.5,9,8,9
30,12,0.5,19,18,19
30,9,0.5,3,4,4
30,19,0.5,2,3,3
30,27,0.5,7,7,8
30,26,0.5,4,5,5
30,31,0.5,1,2,2
30,17,0.5,24,17,24
30,2,0.5,14,13,15
30,12,0.5,2,3,3
30,7,0.5,6,7,7
30,11,0.5,10,10,11
30,9,0.5,3,4,4
30,19,0.5,7,7,8
30,15,0.5,4,5,5
30,2,0.5,19,14,20
30,25,0.5,6,7,7
30,12,0.5,10,9,11
30,6,0.5,4,4,5
30,11,0.5,1,2,2
30,15,0.5,2,3,3
30,4,0.5,7,7,8
30,13,0.5,12,9,13
30,15,0.5,6,7,7
30,12,0.5,4,4,5
30,13,0.5,11,12,12
30,7,0.5,1,2,2
30,1,0.5,22,17,22
30,12,0.5,8,8,9
30,10,0.5,7,7,8
30,8,0.5,1,2,2
30,15,0.5,18,14,19
30,27,0.5,1,2,2
30,7,0.5,6,6,7
30,12,0.5,4,5,5
30,1,0.5,2,3,3
30,23,0.5,2,3,3
30,9,0.5,9,9,10
30,25,0.5,4,4,5
30,15,0.5,5,6,6
30,6,0.5,8,8,9
30,22,0.5,15,14,16
30,25,0.5,3,4,4
30,24,0.5,3,4,4
30,1,0.5,7,7,8
30,26,0.5,15,12,15
30,18,0.5,1,2,2
30,5,0.5,9,8,10
30,31,0.5,1,1,2
30,13,0.5,3,3,4
30,14,0.5,6,5,7
30,2,0.5,4,5,5
30,21,0.5,8,9,9
30,13,0.5,2,3,3
30,9,0.5,6,7,7
30,29,0.5,7,7,8
30,13,0.5,4,4,5
30,9,0.5,6,7,7
30,10,0.5,15,12,16
30,25,0.5,9,9,10
30,22,0.5,10,10,11
30,1,0.5,4,5,5
30,20,0.5,4,5,5
30,4,0.5,10,10,11
30,4,0.5,3,3,4
30,20,0.5,15,16,15
30,22,0.5,1,2,2
30,17,0.5,13,11,14
30,15,0.5,11,8,12
30,6,0.5,18,14,19
30,9,0.5,23,15,23
30,10,0.5,12,13,13
30,1,0.5,3,4,4
30,15,0.5,3,4,4
30,4,0.5,2,3,3
30,26,0.5,4,4,5
30,9,0.5,4,5,5
30,9,0.5,6,7,7
30,12,0.5,4,5,5
30,6,0.5,5,5,6
30,30,0.5,9,8,10
30,8,0.5,1,2,2
30,21,0.5,1,2,2
30,25,0.5,28,20,28
30,29,0.5,7,8,8
30,15,0.5,13,12,14
30,25,0.5,22,17,21
30,15,0.5,14,11,15
30,26,0.5,2,3,3
30,9,0.5,3,3,4
30,6,0.5,2,3,3
30,0,0.5,1,2,2
30,25,0.5,19,15,20
30,21,0.5,2,3,3
30,21,0.5,1,2,2
30,3,0.5,12,10,13
30,9,0.5,37,23,34
30,23,0.5,1,2,2
30,2,0.5,7,7,8
30,10,0.5,1,2,2
30,16,0.5,16,11,17
30,31,0.5,1,1,2
30,31,0.5,1,2,2
30,22,0.5,4,5,5
30,30,0.5,4,5,5
30,12,0.5,7,7,6
30,9,0.5,42,26,39
30,8,0.5,42,24,41
30,19,0.5,26,20,26
30,4,0.5,2,2,3
30,2,0.5,11,8,12
30,5,0.5,11,9,12
30,15,0.5,2,2,3
30,29,0.5,17,14,17
30,29,0.5,8,8,9
30,5,0.5,9,10,10
30,15,0.5,3,4,4
30,31,0.5,1,1,2
30,5,0.5,12,9,12
30,30,0.5,12,12,13
30,27,0.5,13,10,14
30,15,0.5,4,3,5
30,10,0.5,6,7,7
30,14,0.5,11,9,12
30,18,0.5,6,7,7
30,7,0.5,7,6,8
30,14,0.5,15,14,16
30,18,0.5,13,12,13
30,11,0.5,50,24,46
30,17,0.5,27,19,27
30,30,0.5,10,11,11
30,13,0.5,3,4,3
30,31,0.5,1,2,2
30,10,0.5,1,2,2
30,8,0.5,3,3,4
30,23,0.5,4,5,5
30,23,0.5,10,9,11
30,0,0.5,1,2,2
30,2,0.5,3,4,4
30,16,0.5,14,13,15
30,15,0.5,24,13,23
30,0,0.5,1,2,2
30,5,0.5,2,3,3
30,11,0.5,4,5,5
30,20,0.5,1,2,2
30,12,0.5,7,6,8
30,5,0.5,13,12,14
30,31,0.5,1,1,2
30,28,0.5,10,9,11
30,5,0.5,23,15,23
30,21,0.5,4,4,5
30,30,0.5,1,2,2
30,21,0.5,2,3,3
30,9,0.5,17,14,17
30,20,0.5,3,4,4
30,17,0.5,10,10,11
30,4,0.5,3,4,4
30,26,0.5,6,7,7
30,5,0.5,13,9,14
30,21,0.5,2,3,3
30,14,0.5,3,4,4
30,18,0.5,10,11,11
30,26,0.5,13,9,13
30,17,0.5,10,9,10
30,28,0.5,10,10,10
30,31,0.5,1,2,2
30,10,0.5,16,14,15
30,9,0.5,5,5,6
30,23,0.5,5,6,6
30,27,0.5,2,3,3
30,27,0.5,7,7,7
30,24,0.5,3,3,4
30,20,0.5,2,3,3
30,3,0.5,3,4,3
30,16,0.5,1,2,2
30,24,0.5,2,3,3
30,8,0.5,12,9,13
30,15,0.5,16,16,16
30,21,0.5,25,18,26
30,26,0.5,11,9,12
30,7,0.5,14,12,15
30,8,0.5,4,5,5
30,18,0.5,4,5,5
30,13,0.5,2,3,3
30,31,0.5,1,2,2
30,3,0.5,5,6,6
30,1,0.5,15,11,16
30,7,0.5,22,16,22
30,27,0.5,13,9,14
30,30,0.5,4,5,5
30,16,0.5,9,9,10
30,1,0.5,4,5,5
30,17,0.5,13,9,14
30,12,0.5,25,20,24
30,20,0.5,1,2,2
30,19,0.5,10,9,10
30,27,0.5,16,13,17
30,3,0.5,5,5,6
30,28,0.5,5,6,6
30,15,0.5,5,6,6
30,11,0.5,8,8,9
30,14,0.5,21,17,22
30,5,0.5,6,7,7
30,0,0.5,1,1,2
30,18,0.5,9,9,10
30,11,0.5,6,5,7
30,21,0.5,21,15,21
30,27,0.5,3,4,4
30,15,0.5,3,4,4
30,16,0.5,24,21,23
30,18,0.5,5,5,6
30,0,0.5,1,2,2
30,30,0.5,12,10,13
30,25,0.5,5,6,6
30,12,0.5,8,9,9
30,16,0.5,23,17,23
30,18,0.5,2,2,3
30,13,0.5,4,5,5
30,28,0.5,15,10,16
30,25,0.5,3,4,4
30,28,0.5,10,9,11
30,13,0.5,20,17,20
30,11,0.5,11,9,11
30,17,0.5,1,2,2
30,22,0.5,3,4,4
30,15,0.5,1,2,2
30,18,0.5,3,3,4
30,8,0.5,1,2,2
30,3,0.5,2,2,3
30,24,0.5,4,5,5
30,14,0.5,9,9,10
30,15,0.5,40,21,39
30,9,0.5,4,5,5
30,26,0.5,3,3,4
30,26,0.5,6,6,7
30,0,0.5,1,1,2
30,14,0.5,7,8,8
30,18,0.5,2,2,3
30,18,0.5,43,28,38
30,9,0.5,5,6,6
30,0,0.5,1,1,2
30,1,0.5,15,15,13
30,16,0.5,1,2,2
30,14,0.5,4,5,5
30,3,0.5,9,9,10
30,18,0.5,3,4,4
30,19,0.5,12,11,12
30,18,0.5,13,9,14
30,17,0.5,17,14,17
30,22,0.5,3,4,4
30,27,0.5,11,11,12
30,17,0.5,17,14,18
30,6,0.5,50,29,48
30,31,0.5,1,2,2
30,6,0.5,8,9,8
30,0,0.5,1,1,2
30,29,0.5,9,7,10
30,28,0.5,4,5,5
30,12,0.5,4,4,5
30,7,0.5,1,2,2
30,12,0.5,28,21,27
30,29,0.5,8,9,9
30,16,0.5,15,13,16
30,22,0.5,7,8,8
30,20,0.5,13,12,13
30,28,0.5,7,7,8
30,8,0.5,1,2,2
30,22,0.5,7,6,8
30,25,0.5,2,3,3
30,16,0.5,2,3,3
30,27,0.5,11,10,10
30,27,0.5,2,3,3
30,29,0.5,4,5,5
30,22,0.5,13,11,14
30,27,0.5,8,8,9
30,10,0.5,1,2,2
30,5,0.5,13,10,14
30,24,0.5,5,6,6
30,6,0.5,8,8,9
30,2,0.5,11,11,12
30,10,0.5,10,10,11
30,5,0.5,11,10,12
30,4,0.5,3,4,4
30,3,0.5,34,22,32
30,5,0.5,25,17,24
30,27,0.5,4,5,5
30,25,0.5,8,9,8
30,7,0.5,7,6,8
30,31,0.5,1,1,2
30,19,0.5,16,15,17
30,22,0.5,4,5,4
30,29,0.5,8,9,9
30,19,0.5,6,5,7
30,12,0.5,7,8,7
30,15,0.5,17,13,17
30,7,0.5,17,16,18
30,24,0.5,3,4,4
30,13,0.5,21,18,21
30,18,0.5,3,3,4
30,23,0.5,7,7,8
30,3,0.5,41,20,40
30,1,0.5,12,10,11
30,17,0.5,24,18,24
30,18,0.5,16,15,16
30,5,0.5,2,3,3
30,16,0.5,1,2,2
30,7,0.5,6,7,7
30,30,0.5,1,2,2
30,13,0.5,2,3,3
30,11,0.5,3,4,4
30,9,0.5,5,6,6
30,17,0.5,2,3,3
30,27,0.5,2,2,3
30,16,0.5,16,11,16
30,6,0.5,5,4,6
30,2,0.5,7,8,8
30,24,0.5,5,6,6
30,6,0.5,12,10,12
30,16,0.5,5,5,6
30,30,0.5,10,10,11
30,23,0.5,13,11,14
30,11,0.5,2,3,3
30,10,0.5,9,8,10
30,15,0.5,4,5,5
30,10,0.5,45,25,42
30,31,0.5,1,1,2
30,5,0.5,14,12,15
30,24,0.5,14,12,13
30,10,0.5,4,4,5
30,14,0.5,2,3,3
30,22,0.5,19,16,20
30,10,0.5,2,3,3
30,21,0.5,12,11,12
30,2,0.5,5,6,6
30,20,0.5,2,2,3
30,7,0.5,6,7,7
30,24,0.5,3,4,4
30,7,0.5,2,3,3
30,20,0.5,1,2,2
30,6,0.5,10,10,11
30,22,0.5,5,6,6
30,6,0.5,15,13,16
30,5,0.5,11,11,12
30,14,0.5,8,9,9
30,30,0.5,5,6,6
30,10,0.5,3,4,4
30,8,0.5,9,10,10
30,10,0.5,1,2,2
30,18,0.5,2,3,3
30,17,0.5,16,13,16
30,19,0.5,15,12,14
30,11,0.5,3,3,4
30,22,0.5,1,2,2
30,0,0.5,1,1,2
30,22,0.5,14,12,15
30,1,0.5,6,7,7
30,21,0.5,20,17,21
30,12,0.5,6,7,7
30,26,0.5,3,4,4
30,1,0.5,26,18,24
30,23,0.5,6,7,7
30,23,0.5,1,2,2
30,5,0.5,7,7,8
30,21,0.5,4,5,5
30,26,0.5,4,5,5
30,13,0.5,9,8,10
30,23,0.5,13,10,14
30,28,0.5,4,5,5
30,17,0.5,3,4,4
30,31,0.5,1,2,2
30,16,0.5,1,2,2
30,8,0.5,4,5,5
30,30,0.5,1,2,2
30,7,0.5,3,4,4
30,25,0.5,8,8,9
30,20,0.5,1,2,2
30,5,0.5,10,11,11
30,18,0.5,3,3,4
30,14,0.5,5,6,6
30,20,0.5,7,6,8
30,11,0.5,8,9,9
30,23,0.5,3,4,4
30,10,0.5,15,13,15
30,29,0.5,4,5,5
30,20,0.5,3,4,4
30,16,0.5,27,19,27
30,4,0.5,5,6,6
30,11,0.5,26,21,25
30,13,0.5,21,16,22
30,31,0.5,1,2,2
30,15,0.5,14,11,15
30,28,0.5,11,12,12
30,4,0.5,22,18,21
30,1,0.5,19,13,20
30,28,0.5,14,11,15
30,7,0.5,6,6,7
30,22,0.5,9,9,10
30,20,0.5,15,14,16
30,28,0.5,10,10,11
30,28,0.5,19,17,19
30,23,0.5,1,2,2
30,23,0.5,1,2,2
30,27,0.5,3,4,4
30,15,0.5,4,5,5
30,3,0.5,10,8,11
30,25,0.5,14,14,14
30,19,0.5,30,19,30
30,6,0.5,12,9,12
30,8,0.5,3,4,4
30,18,0.5,15,13,16
30,4,0.5,6,7,7
30,29,0.5,3,4,4
30,16,0.5,4,5,5
30,29,0.5,19,15,20
30,23,0.5,1,2,2
30,15,0.5,15,13,16
30,27,0.5,25,16,25
30,17,0.5,23,15,23
30,22,0.5,8,7,9
30,5,0.5,12,12,13
30,7,0.5,8,9,9
30,2,0.5,14,13,15
30,0,0.5,1,1,2
