Organism rule,IC,mu,t_abs,Num states visted,Num rules visited
30,1,0.5,8,6,8
30,3,0.5,1,2,2
30,7,0.5,1,1,2
30,1,0.5,3,4,4
30,4,0.5,4,4,5
30,3,0.5,1,2,2
30,0,0.5,1,1,2
30,7,0.5,1,1,2
30,0,0.5,1,2,2
30,3,0.5,2,3,3
30,3,0.5,3,4,4
30,5,0.5,10,5,11
30,2,0.5,1,2,2
30,3,0.5,1,2,2
30,4,0.5,16,6,17
30,7,0.5,1,1,2
30,7,0.5,1,2,2
30,1,0.5,2,3,3
30,3,0.5,1,2,2
30,5,0.5,1,2,2
30,4,0.5,1,2,2
30,5,0.5,4,4,5
30,5,0.5,8,6,9
30,6,0.5,5,5,6
30,3,0.5,3,3,4
30,0,0.5,1,2,2
30,0,0.5,1,2,2
30,5,0.5,3,4,4
30,5,0.5,15,7,16
30,2,0.5,1,2,2
30,5,0.5,2,3,3
30,0,0.5,1,1,2
30,7,0.5,1,1,2
30,7,0.5,1,2,2
30,1,0.5,2,2,3
30,5,0.5,4,3,4
30,3,0.5,6,5,7
30,5,0.5,7,6,8
30,2,0.5,2,2,3
30,5,0.5,5,4,6
30,3,0.5,1,2,2
30,5,0.5,2,3,3
30,0,0.5,1,2,2
30,5,0.5,9,7,10
30,6,0.5,1,2,2
30,3,0.5,1,2,2
30,1,0.5,3,4,4
30,6,0.5,3,3,4
30,2,0.5,1,2,2
30,6,0.5,2,3,2
30,1,0.5,5,4,6
30,2,0.5,3,4,4
30,6,0.5,11,6,12
30,6,0.5,1,2,2
30,1,0.5,1,2,2
30,0,0.5,1,1,2
30,1,0.5,1,2,2
30,3,0.5,3,4,4
30,0,0.5,1,1,2
30,7,0.5,1,1,2
30,0,0.5,1,1,2
30,2,0.5,7,5,8
30,0,0.5,1,2,2
30,1,0.5,1,2,2
30,1,0.5,11,6,11
30,1,0.5,6,5,7
30,6,0.5,4,5,4
30,5,0.5,3,3,4
30,5,0.5,1,2,2
30,4,0.5,1,2,2
30,4,0.5,1,2,2
30,2,0.5,7,5,8
30,2,0.5,3,4,4
30,5,0.5,4,4,5
30,1,0.5,3,3,4
30,6,0.5,2,2,3
30,4,0.5,8,6,8
30,1,0.5,6,5,7
30,7,0.5,1,1,2
30,1,0.5,10,7,11
30,3,0.5,2,3,3
30,5,0.5,2,3,3
30,0,0.5,1,1,2
30,0,0.5,1,2,2
30,3,0.5,3,4,4
30,6,0.5,1,2,2
30,7,0.5,1,1,2
30,0,0.5,1,2,2
30,5,0.5,6,5,7
30,6,0.5,1,2,2
30,7,0.5,1,1,2
30,5,0.5,3,4,4
30,5,0.5,1,2,2
30,4,0.5,1,2,2
30,7,0.5,1,2,2
30,3,0.5,3,4,4
30,4,0.5,3,3,4
30,1,0.5,4,4,5
30,2,0.5,2,3,3
30,5,0.5,3,4,4
30,1,0.5,1,2,2
30,3,0.5,5,5,6
30,6,0.5,4,4,5
30,2,0.5,3,4,4
30,6,0.5,3,3,4
30,1,0.5,4,4,5
30,2,0.5,3,3,4
30,0,0.5,1,1,2
30,4,0.5,3,3,4
30,5,0.5,3,4,4
30,7,0.5,1,1,2
30,0,0.5,1,2,2
30,2,0.5,3,3,3
30,6,0.5,2,3,3
30,6,0.5,4,4,5
30,2,0.5,6,5,7
30,7,0.5,1,1,2
30,4,0.5,2,2,3
30,6,0.5,5,4,6
30,0,0.5,1,2,2
30,5,0.5,2,3,3
30,6,0.5,6,6,7
30,1,0.5,6,5,7
30,1,0.5,3,4,4
30,1,0.5,3,3,4
30,6,0.5,2,2,3
30,7,0.5,1,2,2
30,0,0.5,1,1,2
30,5,0.5,5,5,6
30,5,0.5,3,4,4
30,6,0.5,1,2,2
30,5,0.5,3,4,4
30,6,0.5,6,5,7
30,1,0.5,4,5,5
30,4,0.5,5,4,6
30,2,0.5,4,5,5
30,5,0.5,5,4,6
30,2,0.5,7,5,8
30,7,0.5,1,2,2
30,4,0.5,8,6,9
30,3,0.5,2,3,3
30,5,0.5,2,3,3
30,0,0.5,1,2,2
30,7,0.5,1,2,2
30,7,0.5,1,2,2
30,7,0.5,1,1,2
30,1,0.5,17,7,18
30,2,0.5,2,2,3
30,6,0.5,1,2,2
30,5,0.5,1,2,2
30,7,0.5,1,2,2
30,1,0.5,4,3,5
30,4,0.5,2,3,3
30,6,0.5,1,2,2
30,2,0.5,6,5,7
30,5,0.5,1,2,2
30,0,0.5,1,2,2
30,5,0.5,3,3,4
30,5,0.5,8,5,9
30,0,0.5,1,2,2
30,0,0.5,1,1,2
30,2,0.5,8,5,9
30,6,0.5,3,3,4
30,7,0.5,1,2,2
30,0,0.5,1,2,2
30,3,0.5,1,2,2
30,2,0.5,1,2,2
30,0,0.5,1,1,2
30,0,0.5,1,1,2
30,1,0.5,1,2,2
30,3,0.5,4,4,5
30,4,0.5,1,2,2
