"{123, 33, 33, 33, 33, 33, 33}",0
"{11, 25, 81, 81, 81, 81, 81, 81, 81, 81}",0
"{209, 209, 208, 209, 209}",0
"{248, 176, 162, 162, 176, 176, 162, 162, 176, 176, 162, 162, 176, 176, 162, 162, 176}",0
"{0, 0, 1, 1, 0, 1, 1}",0
"{10, 42, 42, 14, 42, 14, 42, 14, 42, 14}",0
"{254, 254, 254, 126, 127, 255, 255, 127, 126, 126, 127, 255, 255, 127, 126}",0
"{25, 25, 25, 24, 25, 25, 24, 25}",0
"{144, 180, 180, 52, 53, 181, 181, 53, 52, 52, 53, 181, 181, 53, 52}",0
"{35, 121, 121, 121, 121, 121}",0
"{12, 68, 68}",0
"{12, 12, 12, 12}",0
"{128, 200, 128, 128, 128, 128, 128, 128, 128, 128}",0
"{182, 161, 161, 179, 251, 251, 251, 251, 251, 251, 251, 251}",0
"{84, 84}",0
"{93, 93, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125}",0
"{202, 202, 202}",0
"{174, 174, 175, 175}",0
"{138, 194, 194, 194, 195, 195}",0
"{102, 102, 60, 56, 60, 60, 61, 61, 60, 61, 61, 60, 61, 61, 60, 61, 61}",0
"{226, 245, 29, 29, 245, 29, 29, 245, 29, 29, 245, 29, 29, 245, 29, 29, 245, 29, 29, 245, 29, 29, 245, 29, 29}",0
"{199, 71, 71, 71, 71}",0
"{210, 210, 192, 215, 215}",0
"{67, 67, 67, 195, 67, 67, 195}",0
"{204, 204, 204, 204}",0
"{107, 75, 74, 75, 75, 74, 75}",0
"{147, 147, 147, 147}",0
"{203, 203, 35, 52, 124, 124, 148, 131, 203, 203, 35, 52, 124, 124, 148, 131, 203, 203, 35, 52, 124, 124, 148, 131, 203, 203, 35, 52, 124, 124, 148, 131, 203, 203, 35, 52, 124, 124, 148, 131, 203, 203, 35, 52, 124, 124, 148, 131, 203, 203, 35, 52, 124, 124, 148, 131, 203, 203, 35, 52, 124, 124, 148, 131}",1
"{163, 235, 235, 235, 107, 107, 235, 107, 107}",0
"{49, 53, 53, 53, 53}",0
"{88, 88, 88, 89, 89, 88, 89, 89}",0
"{243, 243, 243, 243, 243, 243, 243, 243, 243}",0
"{128, 0, 0}",0
"{231, 199, 231, 103, 103, 231, 103, 103, 231, 103, 103, 231, 103, 103}",0
"{248, 248, 248, 248, 248, 248, 248, 248}",0
"{85, 15, 85, 15, 85, 15, 85, 15}",0
"{98, 98, 98, 98, 98, 98}",0
"{111, 107, 75, 74, 74, 75, 203, 203, 75, 74, 74, 75, 203, 203, 75, 74, 74, 75, 203, 203, 75, 74, 74, 75, 203, 203}",0
"{245, 245, 117, 117, 245, 117, 117, 245, 117, 117, 245, 117, 117}",0
"{28, 28, 14, 70, 102, 230, 102, 102, 102, 102}",0
