3,1,0
100,99,1
69,90,1
4,4,1
88,88,1
87,87,1
78,101,1
58,58,1
64,63,1
60,59,1
83,1,1
96,96,1
83,1,1
4,1,0
14,14,0
12,11,0
10,11,0
16,14,0
27,19,0
34,23,1
45,32,1
88,64,1
12,11,0
21,16,0
10,7,0
29,22,0
16,12,0
35,30,1
18,3,0
6,7,0
13,13,0
5,5,0
3,2,0
8,3,0
7,7,0
31,3,0
2,2,0
13,21,0
2,2,0
4,2,0
13,13,0
18,18,0
4,1,0
29,28,0
39,4,0
32,30,0
50,3,1
39,5,0
31,32,0
24,25,0
46,5,0
5,2,0
30,31,0
4,4,0
48,4,0
37,2,0
22,16,0
27,16,0
41,40,0
9,5,0
45,44,0
7,6,0
24,18,0
10,10,0
6,3,0
23,17,0
12,13,0
25,18,0
10,8,0
40,41,0
2,3,0
3,4,0
8,8,0
27,21,0
24,20,0
7,7,0
12,10,0
7,5,0
28,21,0
15,13,0
9,9,0
30,26,0
32,29,0
24,16,0
6,5,0
2,2,0
12,5,0
4,1,0
44,43,1
20,3,0
9,8,0
1,2,0
17,3,0
46,5,0
82,5,1
12,9,0
13,11,0
1,2,0
2,2,0
10,1,0
9,9,0
41,2,0
1,2,1
15,5,0
30,28,0
19,2,0
14,4,0
2,2,0
8,4,0
10,2,0
20,2,0
42,5,0
10,11,0
11,1,0
8,5,0
6,7,0
11,1,0
7,4,0
8,3,0
7,3,0
9,5,0
10,10,0
10,11,0
9,5,0
11,10,0
8,7,0
12,11,0
7,7,0
15,14,0
15,13,0
3,2,0
5,4,0
18,17,0
61,1,0
5,5,0
7,7,0
5,3,0
6,6,0
3,3,0
8,8,0
16,2,0
62,53,0
7,1,0
15,2,0
2,3,0
12,12,0
5,2,0
5,2,0
2,2,0
4,6,0
5,2,0
5,2,0
2,2,0
62,55,1
21,14,0
12,1,0
46,31,1
19,12,0
8,2,0
12,12,0
3,3,0
69,91,1
25,23,0
61,61,0
13,10,0
12,14,0
2,2,0
20,12,0
6,7,0
6,6,0
6,7,0
5,5,0
4,4,0
7,7,0
4,5,0
5,5,0
3,4,0
2,3,0
6,6,0
4,5,0
7,7,0
7,6,0
18,18,0
4,3,0
6,6,0
10,10,0
15,15,0
4,2,0
23,2,0
9,9,0
4,2,0
