Organism rule,IC,mu,t_abs,Num states visted,Num rules visited
30,34,0.5,11,12,12
30,22,0.5,12,11,13
30,18,0.5,2,3,3
30,10,0.5,10,10,11
30,11,0.5,2,3,3
30,51,0.5,9,9,9
30,60,0.5,11,11,12
30,19,0.5,2,3,3
30,42,0.5,1,2,2
30,41,0.5,8,8,9
30,0,0.5,1,1,2
30,28,0.5,7,5,8
30,34,0.5,4,5,5
30,60,0.5,6,7,7
30,47,0.5,10,11,11
30,34,0.5,2,2,3
30,29,0.5,14,13,15
30,12,0.5,10,11,11
30,48,0.5,16,17,16
30,48,0.5,3,4,4
30,46,0.5,9,10,10
30,52,0.5,4,5,5
30,39,0.5,17,11,16
30,50,0.5,4,4,5
30,58,0.5,6,7,7
30,13,0.5,5,6,6
30,44,0.5,1,2,2
30,34,0.5,4,5,5
30,13,0.5,5,6,6
30,20,0.5,2,3,3
30,36,0.5,1,2,2
30,4,0.5,1,2,2
30,58,0.5,1,2,2
30,25,0.5,7,6,8
30,4,0.5,13,11,14
30,35,0.5,12,11,13
30,12,0.5,12,8,13
30,39,0.5,2,3,3
30,9,0.5,9,6,10
30,21,0.5,5,3,6
30,46,0.5,9,7,10
30,33,0.5,5,6,6
30,49,0.5,24,20,21
30,10,0.5,6,7,7
30,46,0.5,2,3,3
30,34,0.5,15,14,15
30,13,0.5,3,4,4
30,30,0.5,2,3,3
30,56,0.5,19,17,20
30,7,0.5,18,18,16
30,25,0.5,8,7,9
30,23,0.5,11,11,10
30,33,0.5,8,7,8
30,55,0.5,2,3,3
30,37,0.5,9,9,10
30,2,0.5,16,15,16
30,63,0.5,1,2,2
30,2,0.5,2,3,3
30,42,0.5,3,3,4
30,0,0.5,1,2,2
30,48,0.5,5,5,6
30,42,0.5,3,3,4
30,8,0.5,6,6,7
30,41,0.5,11,11,12
30,62,0.5,11,12,12
30,54,0.5,2,3,3
30,34,0.5,6,7,7
30,61,0.5,9,9,10
30,46,0.5,1,2,2
30,32,0.5,9,9,10
30,21,0.5,2,3,3
30,33,0.5,3,4,4
30,42,0.5,1,2,2
30,51,0.5,6,5,7
30,28,0.5,6,6,7
30,34,0.5,2,3,3
30,27,0.5,3,3,4
30,29,0.5,2,3,3
30,5,0.5,5,6,6
30,12,0.5,9,8,10
30,15,0.5,4,5,5
30,50,0.5,13,14,13
30,15,0.5,2,3,3
30,40,0.5,11,11,11
30,4,0.5,10,10,11
30,9,0.5,2,3,3
30,27,0.5,6,5,7
30,44,0.5,13,9,14
30,35,0.5,11,7,12
30,22,0.5,7,8,8
30,3,0.5,2,3,3
30,17,0.5,9,9,10
30,3,0.5,10,10,11
30,6,0.5,5,6,6
30,13,0.5,10,7,11
30,49,0.5,5,6,6
30,54,0.5,2,3,3
30,62,0.5,1,2,2
30,53,0.5,3,4,4
30,16,0.5,4,5,5
30,62,0.5,4,4,5
30,38,0.5,21,13,21
30,59,0.5,5,6,6
30,31,0.5,19,15,19
30,9,0.5,5,5,6
30,3,0.5,3,4,4
30,3,0.5,11,9,11
30,53,0.5,1,2,2
30,1,0.5,18,14,19
30,11,0.5,5,6,6
30,11,0.5,9,10,10
30,54,0.5,19,7,19
30,24,0.5,26,14,26
30,17,0.5,6,7,7
30,41,0.5,8,6,9
30,23,0.5,10,9,11
30,55,0.5,11,11,12
30,27,0.5,4,4,5
30,51,0.5,2,3,3
30,57,0.5,13,11,14
30,35,0.5,9,7,10
30,30,0.5,1,2,2
30,21,0.5,1,2,2
30,11,0.5,15,7,16
30,10,0.5,16,14,17
30,42,0.5,3,3,4
30,20,0.5,17,12,18
30,28,0.5,4,4,5
30,10,0.5,17,16,17
30,47,0.5,20,17,21
30,39,0.5,6,7,7
30,15,0.5,4,5,5
30,18,0.5,3,4,4
30,48,0.5,20,17,20
30,58,0.5,7,8,8
30,34,0.5,3,4,4
30,30,0.5,2,3,3
30,34,0.5,8,9,9
30,34,0.5,5,6,6
30,30,0.5,23,19,23
30,35,0.5,5,6,6
30,53,0.5,13,11,12
30,50,0.5,2,3,3
30,7,0.5,8,7,9
30,0,0.5,1,2,2
30,2,0.5,3,4,4
30,5,0.5,2,3,3
30,28,0.5,4,5,5
30,1,0.5,13,12,14
30,30,0.5,4,5,5
30,62,0.5,11,10,12
30,50,0.5,5,5,6
30,4,0.5,3,4,4
30,9,0.5,1,2,2
30,58,0.5,3,4,4
30,16,0.5,11,11,11
30,1,0.5,8,7,9
30,56,0.5,3,4,4
30,3,0.5,14,9,15
30,12,0.5,3,4,4
30,61,0.5,4,5,5
30,52,0.5,1,2,2
30,5,0.5,7,8,8
30,5,0.5,7,7,8
30,31,0.5,7,6,8
30,16,0.5,7,8,8
30,6,0.5,19,11,19
30,62,0.5,7,7,8
30,58,0.5,5,4,6
30,35,0.5,12,11,13
30,24,0.5,1,2,2
30,12,0.5,3,4,4
30,6,0.5,2,3,3
30,14,0.5,2,3,3
30,58,0.5,2,3,3
30,41,0.5,8,8,9
30,26,0.5,2,3,3
30,57,0.5,11,12,12
30,58,0.5,4,5,5
30,16,0.5,4,5,5
30,12,0.5,16,14,17
30,35,0.5,4,5,5
30,35,0.5,2,3,3
30,23,0.5,9,8,10
30,54,0.5,1,2,2
30,58,0.5,13,8,13
30,15,0.5,10,10,11
30,41,0.5,9,10,10
30,1,0.5,3,4,4
30,53,0.5,1,2,2
30,0,0.5,1,1,2
30,59,0.5,17,16,18
30,0,0.5,1,1,2
30,39,0.5,3,4,4
30,46,0.5,7,8,8
30,33,0.5,6,7,7
30,38,0.5,2,3,3
30,36,0.5,2,3,3
30,43,0.5,5,6,6
30,48,0.5,13,12,14
30,51,0.5,6,5,7
30,16,0.5,37,24,35
30,56,0.5,3,4,4
30,10,0.5,5,6,6
30,28,0.5,11,10,12
30,60,0.5,12,11,13
30,47,0.5,2,3,3
30,63,0.5,1,1,2
30,33,0.5,15,15,16
30,23,0.5,15,12,16
30,11,0.5,11,12,12
30,19,0.5,8,7,9
30,10,0.5,11,10,12
30,7,0.5,19,11,20
30,48,0.5,4,5,5
30,9,0.5,3,3,4
30,8,0.5,4,5,5
30,2,0.5,9,9,10
30,53,0.5,4,5,5
30,24,0.5,6,7,7
30,62,0.5,13,12,14
30,18,0.5,3,4,4
30,34,0.5,11,10,12
30,50,0.5,6,6,7
30,21,0.5,2,3,3
30,12,0.5,26,19,26
30,20,0.5,10,11,11
30,57,0.5,20,17,21
30,18,0.5,2,3,3
30,63,0.5,1,2,2
30,55,0.5,19,16,18
30,53,0.5,14,13,14
30,12,0.5,7,7,8
30,38,0.5,3,4,4
30,47,0.5,6,7,7
30,25,0.5,2,3,3
30,17,0.5,7,7,8
30,8,0.5,10,10,11
30,35,0.5,13,12,14
30,7,0.5,12,11,13
30,30,0.5,2,3,3
30,18,0.5,3,4,4
30,62,0.5,18,15,17
30,27,0.5,8,6,9
30,33,0.5,3,4,4
30,36,0.5,1,2,2
30,4,0.5,10,8,11
30,11,0.5,20,19,20
30,42,0.5,3,3,4
30,14,0.5,1,2,2
30,35,0.5,4,5,5
30,4,0.5,4,5,5
30,47,0.5,9,9,10
30,3,0.5,13,12,13
30,38,0.5,4,5,5
30,20,0.5,4,4,5
30,3,0.5,3,4,4
30,21,0.5,1,2,2
30,13,0.5,5,5,6
30,33,0.5,3,4,4
30,55,0.5,13,13,14
30,29,0.5,6,5,7
30,13,0.5,1,2,2
30,4,0.5,7,8,8
30,19,0.5,2,3,3
30,1,0.5,7,7,7
30,38,0.5,20,19,19
30,9,0.5,11,6,12
30,49,0.5,24,19,23
30,46,0.5,1,2,2
30,46,0.5,6,4,7
30,41,0.5,3,4,4
30,2,0.5,57,37,50
30,1,0.5,17,13,18
30,12,0.5,5,6,6
30,51,0.5,23,16,24
30,56,0.5,18,17,19
30,4,0.5,12,10,13
30,59,0.5,4,5,5
30,19,0.5,4,5,5
30,27,0.5,6,4,7
30,29,0.5,14,12,15
30,63,0.5,1,1,2
30,7,0.5,11,10,12
30,54,0.5,1,2,2
30,26,0.5,11,11,11
30,23,0.5,4,4,5
30,37,0.5,9,9,10
30,22,0.5,31,26,31
30,7,0.5,11,11,12
30,47,0.5,10,11,11
30,0,0.5,1,2,2
30,36,0.5,4,3,5
30,46,0.5,16,14,16
30,1,0.5,4,5,5
30,62,0.5,2,3,3
30,10,0.5,6,6,7
30,9,0.5,6,5,6
30,46,0.5,5,5,6
30,54,0.5,1,2,2
30,31,0.5,8,8,9
30,1,0.5,2,3,3
30,40,0.5,7,6,8
30,49,0.5,4,5,5
30,62,0.5,16,15,16
30,20,0.5,3,3,4
30,30,0.5,6,7,7
30,42,0.5,2,2,3
30,36,0.5,3,3,4
30,42,0.5,1,2,2
30,57,0.5,3,4,4
30,29,0.5,7,8,8
30,36,0.5,6,5,7
30,57,0.5,6,7,7
30,44,0.5,22,18,21
30,33,0.5,1,2,2
30,7,0.5,7,8,8
30,51,0.5,3,4,4
30,23,0.5,4,5,5
30,51,0.5,9,5,9
30,29,0.5,12,11,13
30,50,0.5,4,5,5
30,11,0.5,8,6,9
30,44,0.5,2,3,3
30,31,0.5,5,6,6
30,4,0.5,6,6,7
30,9,0.5,5,5,6
30,43,0.5,8,9,9
30,58,0.5,3,4,4
30,30,0.5,20,18,21
30,25,0.5,6,7,7
30,31,0.5,6,5,6
30,32,0.5,17,15,18
30,2,0.5,6,7,7
30,24,0.5,5,6,6
30,52,0.5,18,15,18
30,27,0.5,2,3,3
30,16,0.5,9,8,10
30,50,0.5,11,11,12
30,19,0.5,22,20,21
30,6,0.5,3,4,4
30,19,0.5,16,12,17
30,38,0.5,10,8,10
30,49,0.5,27,22,26
30,55,0.5,13,11,14
30,12,0.5,12,8,13
30,31,0.5,3,4,4
30,47,0.5,2,3,3
30,27,0.5,6,4,7
30,63,0.5,1,2,2
30,38,0.5,11,10,12
30,49,0.5,11,11,12
30,46,0.5,2,3,3
30,8,0.5,7,8,8
30,7,0.5,2,3,3
30,39,0.5,11,10,12
30,15,0.5,8,8,9
30,46,0.5,9,8,10
30,60,0.5,18,16,17
30,13,0.5,6,7,7
30,38,0.5,3,4,4
30,9,0.5,1,2,2
30,14,0.5,9,8,10
30,57,0.5,5,6,6
30,51,0.5,15,15,16
30,59,0.5,7,8,8
30,9,0.5,3,4,4
30,63,0.5,1,2,2
30,33,0.5,4,4,5
30,56,0.5,3,4,4
30,24,0.5,14,13,15
30,49,0.5,3,4,4
30,27,0.5,2,3,3
30,37,0.5,5,6,6
30,24,0.5,24,19,23
30,37,0.5,2,3,3
30,49,0.5,13,11,13
30,56,0.5,2,3,3
30,35,0.5,8,9,9
30,2,0.5,2,3,3
30,19,0.5,4,5,5
30,9,0.5,2,2,3
30,55,0.5,1,2,2
30,32,0.5,5,5,6
30,59,0.5,7,5,8
30,29,0.5,8,7,9
30,10,0.5,15,15,15
30,7,0.5,8,8,9
30,41,0.5,8,7,8
30,37,0.5,2,3,3
30,34,0.5,2,3,3
30,33,0.5,11,9,12
30,11,0.5,3,4,4
30,27,0.5,3,2,4
30,55,0.5,14,11,14
30,62,0.5,1,2,2
30,62,0.5,9,9,9
30,52,0.5,12,13,13
30,1,0.5,9,9,10
30,20,0.5,26,20,27
30,18,0.5,1,2,2
30,59,0.5,1,2,2
30,31,0.5,13,6,12
30,20,0.5,1,2,2
30,34,0.5,3,4,4
30,41,0.5,3,4,4
30,9,0.5,4,5,5
30,42,0.5,4,3,5
30,4,0.5,3,3,4
30,10,0.5,1,2,2
30,41,0.5,11,11,12
30,7,0.5,9,8,10
30,43,0.5,15,7,16
30,51,0.5,13,12,14
30,46,0.5,5,6,6
30,63,0.5,1,1,2
30,60,0.5,11,12,11
30,12,0.5,9,7,10
30,52,0.5,4,5,5
30,47,0.5,6,7,7
30,1,0.5,3,4,4
30,5,0.5,8,8,9
30,36,0.5,3,3,4
30,11,0.5,4,4,5
30,4,0.5,9,7,10
30,7,0.5,6,7,7
30,27,0.5,8,6,9
30,34,0.5,8,9,9
30,53,0.5,19,17,19
30,10,0.5,1,2,2
30,31,0.5,11,11,12
30,39,0.5,5,6,6
30,47,0.5,11,11,12
30,31,0.5,6,7,7
30,15,0.5,3,4,4
30,42,0.5,1,2,2
30,17,0.5,32,23,30
30,36,0.5,1,2,2
30,51,0.5,2,3,3
30,41,0.5,10,11,11
30,37,0.5,2,3,3
30,50,0.5,3,4,4
30,60,0.5,2,3,3
30,39,0.5,19,9,20
30,15,0.5,4,5,5
30,56,0.5,2,3,3
30,41,0.5,10,11,10
30,46,0.5,6,6,7
30,14,0.5,15,13,16
30,20,0.5,6,7,7
30,50,0.5,5,5,6
30,15,0.5,1,2,2
30,34,0.5,7,8,8
30,31,0.5,6,6,7
30,51,0.5,7,6,8
30,17,0.5,23,22,23
30,38,0.5,7,7,8
30,32,0.5,3,4,4
30,60,0.5,5,5,6
30,33,0.5,7,8,8
30,40,0.5,5,5,6
30,58,0.5,29,22,30
30,22,0.5,29,19,29
30,8,0.5,16,14,17
30,29,0.5,13,14,14
30,53,0.5,4,4,5
30,2,0.5,8,8,9
30,52,0.5,4,5,5
30,63,0.5,1,1,2
30,32,0.5,1,2,2
30,56,0.5,4,4,5
30,44,0.5,4,5,5
30,12,0.5,5,6,6
30,31,0.5,1,2,2
30,60,0.5,4,5,5
30,60,0.5,10,11,10
30,63,0.5,1,2,2
30,28,0.5,3,4,4
30,41,0.5,33,21,30
30,33,0.5,6,7,7
30,25,0.5,3,4,4
30,21,0.5,1,2,2
30,18,0.5,2,3,3
30,18,0.5,2,2,3
30,4,0.5,12,12,12
30,51,0.5,7,6,6
30,63,0.5,1,1,2
30,48,0.5,5,6,6
30,4,0.5,12,12,12
30,16,0.5,28,21,25
30,63,0.5,1,2,2
30,52,0.5,6,5,7
30,37,0.5,2,3,3
30,11,0.5,4,5,5
30,12,0.5,14,11,15
30,59,0.5,3,4,4
30,33,0.5,6,6,7
30,48,0.5,10,11,11
30,2,0.5,3,4,4
30,32,0.5,1,2,2
30,54,0.5,1,2,2
30,57,0.5,18,10,17
30,63,0.5,1,1,2
30,45,0.5,14,7,15
30,49,0.5,18,16,19
30,43,0.5,17,17,17
30,14,0.5,4,5,5
30,26,0.5,9,9,10
30,5,0.5,16,11,16
30,60,0.5,10,10,10
30,22,0.5,8,9,8
30,25,0.5,3,4,4
30,21,0.5,3,2,4
30,30,0.5,5,6,6
30,6,0.5,9,10,10
30,23,0.5,2,3,3
30,7,0.5,5,6,6
30,57,0.5,10,10,11
30,31,0.5,1,2,2
30,46,0.5,6,7,7
30,50,0.5,8,9,9
30,16,0.5,5,6,6
30,9,0.5,1,2,2
30,5,0.5,24,17,25
30,25,0.5,9,7,9
30,14,0.5,15,15,16
30,26,0.5,18,16,19
30,3,0.5,4,4,5
30,59,0.5,7,8,8
30,0,0.5,1,2,2
30,56,0.5,5,5,6
30,3,0.5,7,6,8
30,57,0.5,1,2,2
30,49,0.5,14,12,15
30,5,0.5,4,5,5
30,33,0.5,5,6,6
30,57,0.5,4,5,5
30,62,0.5,24,21,25
30,23,0.5,5,6,6
30,49,0.5,15,10,16
30,32,0.5,2,3,3
30,44,0.5,6,6,7
30,40,0.5,1,2,2
30,33,0.5,7,7,8
30,10,0.5,17,13,15
30,43,0.5,9,10,10
30,18,0.5,3,4,4
30,27,0.5,1,2,2
30,63,0.5,1,1,2
30,60,0.5,13,10,14
30,43,0.5,5,4,6
30,10,0.5,2,3,3
30,47,0.5,16,13,16
30,61,0.5,2,3,3
30,24,0.5,9,9,10
30,48,0.5,2,3,3
30,46,0.5,8,9,9
30,51,0.5,2,3,3
30,9,0.5,1,2,2
30,21,0.5,1,2,2
30,27,0.5,1,2,2
30,19,0.5,41,22,40
30,47,0.5,15,15,16
30,48,0.5,8,9,9
30,10,0.5,8,8,8
30,31,0.5,6,6,7
30,14,0.5,1,2,2
30,41,0.5,2,3,3
30,60,0.5,9,9,9
30,56,0.5,24,18,23
30,19,0.5,5,6,6
30,2,0.5,15,9,16
30,9,0.5,1,2,2
30,26,0.5,18,17,19
30,22,0.5,22,22,23
30,44,0.5,13,11,14
30,17,0.5,2,3,3
30,43,0.5,1,2,2
30,13,0.5,6,7,6
30,38,0.5,4,4,5
30,22,0.5,24,22,23
30,0,0.5,1,2,2
30,2,0.5,7,8,8
30,33,0.5,2,3,3
30,20,0.5,11,10,12
30,39,0.5,2,3,3
30,29,0.5,19,12,20
30,31,0.5,10,10,9
30,46,0.5,6,7,7
30,46,0.5,8,9,8
30,36,0.5,4,5,5
30,21,0.5,1,2,2
30,34,0.5,20,16,19
30,47,0.5,8,9,9
30,32,0.5,10,11,11
30,57,0.5,4,5,5
30,12,0.5,2,3,3
30,16,0.5,14,14,15
30,20,0.5,21,20,20
30,16,0.5,2,3,3
30,4,0.5,9,7,10
30,9,0.5,16,7,15
30,57,0.5,9,8,10
30,31,0.5,4,5,5
30,8,0.5,5,6,6
30,23,0.5,8,8,9
30,2,0.5,26,19,26
30,7,0.5,12,13,13
30,30,0.5,23,15,24
30,47,0.5,1,2,2
30,59,0.5,12,8,13
30,19,0.5,9,9,10
30,38,0.5,6,6,7
30,42,0.5,3,2,4
30,57,0.5,11,9,12
30,33,0.5,25,21,26
30,25,0.5,5,6,6
30,15,0.5,23,21,23
30,34,0.5,2,3,3
30,52,0.5,6,5,7
30,0,0.5,1,2,2
30,12,0.5,1,2,2
30,58,0.5,7,4,8
30,50,0.5,31,28,30
30,57,0.5,5,6,6
30,33,0.5,5,6,6
30,19,0.5,9,9,10
30,43,0.5,19,14,18
30,17,0.5,22,20,21
30,30,0.5,5,5,6
30,41,0.5,5,6,6
30,4,0.5,6,6,7
30,49,0.5,3,4,4
30,29,0.5,17,15,17
30,40,0.5,2,3,3
30,37,0.5,5,6,6
30,15,0.5,8,9,8
30,44,0.5,19,17,20
30,58,0.5,6,6,7
30,57,0.5,18,10,18
30,17,0.5,16,12,17
30,23,0.5,6,7,7
30,57,0.5,10,9,11
30,60,0.5,2,3,3
30,34,0.5,5,6,6
30,56,0.5,4,5,5
30,28,0.5,3,4,4
30,6,0.5,8,8,9
30,1,0.5,8,9,9
30,63,0.5,1,2,2
30,62,0.5,10,9,10
30,52,0.5,17,13,18
30,4,0.5,19,17,20
30,44,0.5,5,6,6
30,47,0.5,4,5,5
30,18,0.5,2,3,3
30,20,0.5,6,4,7
30,0,0.5,1,2,2
30,3,0.5,6,7,7
30,16,0.5,28,22,28
30,34,0.5,5,5,5
30,38,0.5,5,6,6
30,44,0.5,3,4,4
30,17,0.5,1,2,2
30,55,0.5,10,11,11
30,9,0.5,2,3,3
30,19,0.5,10,11,11
30,30,0.5,2,3,3
30,15,0.5,13,13,13
30,47,0.5,15,10,15
30,26,0.5,11,9,12
30,41,0.5,38,29,35
30,0,0.5,1,2,2
30,28,0.5,4,5,5
30,50,0.5,2,3,3
30,7,0.5,2,3,3
30,25,0.5,6,7,7
30,21,0.5,5,3,6
30,19,0.5,4,5,5
30,58,0.5,2,3,3
30,40,0.5,11,7,12
30,37,0.5,4,5,5
30,48,0.5,2,3,3
30,37,0.5,10,11,11
30,53,0.5,4,4,5
30,60,0.5,11,11,12
30,21,0.5,2,3,3
30,5,0.5,11,9,12
30,35,0.5,11,9,12
30,30,0.5,7,6,8
30,41,0.5,8,9,8
30,17,0.5,3,3,4
30,47,0.5,8,8,9
30,24,0.5,1,2,2
30,57,0.5,4,5,5
30,9,0.5,2,3,3
30,47,0.5,13,11,14
30,51,0.5,9,8,10
30,47,0.5,8,9,9
30,8,0.5,20,18,21
30,8,0.5,29,23,27
30,62,0.5,4,5,5
30,56,0.5,5,6,6
30,5,0.5,18,18,19
30,49,0.5,6,7,7
30,15,0.5,34,27,32
30,35,0.5,6,7,7
30,37,0.5,18,17,18
30,6,0.5,25,20,26
30,57,0.5,12,11,13
30,51,0.5,4,5,5
30,41,0.5,14,12,14
30,48,0.5,2,3,3
30,40,0.5,19,16,19
30,27,0.5,1,2,2
30,18,0.5,1,2,2
30,49,0.5,11,8,12
30,16,0.5,12,10,13
30,31,0.5,8,8,9
30,52,0.5,17,16,17
30,0,0.5,1,2,2
30,29,0.5,3,4,4
30,19,0.5,11,12,12
30,63,0.5,1,1,2
30,34,0.5,40,28,40
30,42,0.5,4,3,5
30,59,0.5,8,8,9
30,33,0.5,12,11,13
30,8,0.5,6,7,7
30,39,0.5,8,7,9
30,54,0.5,3,4,4
30,24,0.5,4,5,5
30,50,0.5,4,5,5
30,63,0.5,1,2,2
30,54,0.5,20,7,21
30,52,0.5,4,4,5
30,32,0.5,5,5,6
30,52,0.5,13,10,14
30,5,0.5,2,3,3
30,40,0.5,9,9,10
30,52,0.5,3,4,4
30,46,0.5,1,2,2
30,18,0.5,4,5,5
30,0,0.5,1,1,2
30,7,0.5,16,8,17
30,55,0.5,20,15,19
30,37,0.5,6,7,7
30,29,0.5,4,5,5
30,3,0.5,5,5,6
30,35,0.5,4,5,5
30,4,0.5,9,7,10
30,10,0.5,6,7,7
30,0,0.5,1,1,2
30,36,0.5,1,2,2
30,11,0.5,28,20,27
30,12,0.5,4,5,5
30,49,0.5,5,6,6
30,29,0.5,16,11,16
30,41,0.5,13,11,14
30,59,0.5,20,19,20
30,37,0.5,4,4,5
30,13,0.5,7,8,8
30,24,0.5,1,2,2
30,6,0.5,12,9,13
30,14,0.5,21,17,21
30,28,0.5,18,15,17
30,1,0.5,25,22,25
30,4,0.5,13,12,13
30,35,0.5,1,2,2
30,22,0.5,14,12,15
30,37,0.5,16,15,17
30,13,0.5,1,2,2
30,35,0.5,31,26,31
30,50,0.5,8,8,9
30,39,0.5,14,12,15
30,30,0.5,9,10,10
30,21,0.5,1,2,2
30,63,0.5,1,1,2
30,35,0.5,4,5,5
30,36,0.5,2,3,3
30,13,0.5,6,6,6
30,26,0.5,6,7,7
30,29,0.5,12,11,13
30,42,0.5,1,2,2
30,44,0.5,20,18,20
30,31,0.5,3,4,4
30,9,0.5,2,3,3
30,14,0.5,6,7,7
30,37,0.5,10,10,10
30,34,0.5,4,5,5
30,24,0.5,5,5,6
30,26,0.5,29,21,29
30,6,0.5,17,14,16
30,13,0.5,2,3,3
30,23,0.5,2,3,3
30,53,0.5,2,3,3
30,42,0.5,3,3,4
30,37,0.5,29,24,28
30,18,0.5,6,5,7
30,53,0.5,2,3,3
30,48,0.5,10,8,11
30,57,0.5,10,10,11
30,21,0.5,1,2,2
30,52,0.5,15,10,14
30,13,0.5,4,5,5
30,22,0.5,7,7,8
30,51,0.5,5,5,6
30,27,0.5,2,3,3
30,40,0.5,10,11,11
30,43,0.5,8,9,8
30,62,0.5,1,2,2
30,33,0.5,8,7,9
30,0,0.5,1,2,2
30,35,0.5,3,4,4
30,17,0.5,12,11,13
30,44,0.5,5,6,6
30,42,0.5,8,3,9
30,54,0.5,1,2,2
30,42,0.5,1,2,2
30,11,0.5,19,18,20
30,40,0.5,6,7,7
30,16,0.5,15,10,14
30,39,0.5,5,6,6
30,18,0.5,4,4,5
30,5,0.5,1,2,2
30,14,0.5,19,13,19
30,24,0.5,1,2,2
30,60,0.5,6,6,7
30,0,0.5,1,1,2
30,24,0.5,2,3,3
30,20,0.5,25,21,24
30,44,0.5,9,9,10
30,27,0.5,2,3,3
30,63,0.5,1,2,2
30,5,0.5,3,4,3
30,45,0.5,5,5,6
30,20,0.5,1,2,2
30,58,0.5,11,11,12
30,10,0.5,9,9,10
30,13,0.5,9,10,10
30,1,0.5,8,8,9
30,51,0.5,6,5,7
30,31,0.5,5,5,6
30,59,0.5,7,8,8
30,4,0.5,11,10,12
30,6,0.5,14,14,15
30,37,0.5,7,6,8
30,20,0.5,6,6,7
30,7,0.5,3,4,4
30,22,0.5,9,8,10
30,44,0.5,4,4,5
30,54,0.5,8,4,9
30,28,0.5,3,4,4
30,37,0.5,8,9,9
30,6,0.5,16,16,17
30,37,0.5,3,4,4
30,45,0.5,6,5,7
30,19,0.5,4,4,4
30,0,0.5,1,2,2
30,8,0.5,2,3,3
30,57,0.5,1,2,2
30,37,0.5,11,11,12
30,47,0.5,4,5,5
30,36,0.5,3,3,4
30,46,0.5,7,7,8
30,6,0.5,2,3,3
30,51,0.5,2,3,3
30,3,0.5,4,5,5
30,41,0.5,3,4,4
30,58,0.5,9,9,10
30,29,0.5,5,6,6
30,1,0.5,6,7,7
30,29,0.5,7,8,8
30,12,0.5,5,5,6
30,32,0.5,6,7,7
30,9,0.5,1,2,2
