Env. Initial State,Org Initial State,Environment rule,Organism rule,Recurrence time,Attractor size,Env Attractor Size,Num unique states,Num. unique rules,Org State Recurrence,Org Rule Recurrence,Env Recurrence
145,15,30,45,43,40,40,4,41,43,42,40
117,0,30,45,48,40,40,2,47,48,47,46
114,22,30,45,48,40,40,7,42,48,47,41
236,30,30,45,57,40,40,3,57,57,56,56
78,10,30,45,43,40,40,5,42,43,42,41
152,5,45,45,40,24,24,13,24,40,39,24
106,21,45,45,48,32,32,12,33,48,47,32
38,20,45,45,46,24,24,17,24,46,45,24
45,13,110,45,34,16,16,14,20,34,33,20
75,6,110,45,38,16,16,16,21,38,37,20
112,4,110,45,36,16,16,18,19,36,35,18
137,21,110,45,32,16,16,14,17,32,31,16
135,2,105,45,35,20,4,23,5,35,20,4
163,27,105,45,41,40,4,25,5,41,6,4
101,13,54,45,34,30,6,21,8,34,11,7
142,18,54,45,50,40,8,27,9,50,19,8
209,14,54,45,41,40,8,25,9,41,10,8
113,9,54,45,50,40,8,28,9,50,19,8
60,16,22,45,33,30,6,17,8,33,10,7
208,7,146,45,34,30,6,17,8,34,11,7
198,2,126,45,32,30,6,16,7,32,9,6
211,29,62,45,47,45,3,30,4,47,6,3
240,4,18,45,32,30,6,15,8,32,9,7
157,26,18,45,32,30,6,16,8,32,9,7
70,14,26,45,41,40,8,20,9,41,10,8
210,16,154,45,41,40,8,20,8,41,10,8
171,7,154,45,41,40,8,25,9,41,10,8
185,19,154,45,41,40,8,20,9,41,10,8
41,12,28,45,33,30,2,26,3,33,6,2
72,24,77,45,32,30,1,30,3,32,4,2
98,25,50,45,32,30,2,25,4,32,5,3
217,2,50,45,43,40,2,30,5,43,6,4
38,4,50,45,42,40,2,30,4,42,5,3
91,27,25,45,35,24,24,11,26,35,34,25
88,6,25,45,37,16,16,18,23,37,36,22
28,5,9,45,61,60,12,25,13,61,14,12
129,24,35,45,34,16,16,14,17,34,33,16
211,2,35,45,34,16,16,16,18,34,33,17
179,8,106,45,41,15,15,20,18,41,40,17
239,4,106,45,76,75,15,25,16,76,17,15
131,5,3,45,52,16,16,25,17,52,51,16
248,6,27,45,81,80,16,30,17,81,18,16
67,24,27,45,89,80,16,30,18,89,26,17
77,12,27,45,42,16,16,20,18,42,41,17
244,11,27,45,34,16,16,16,18,34,33,17
184,21,43,45,64,60,4,30,8,64,9,7
61,12,43,45,64,60,4,30,7,64,9,6
248,16,43,45,46,40,8,25,9,46,15,8
29,11,43,45,64,60,4,30,8,64,9,7
90,25,43,45,80,80,8,30,8,80,9,8
22,12,43,45,63,60,4,30,7,63,8,6
102,20,43,45,61,60,4,30,5,61,6,4
154,23,11,45,42,40,8,20,10,42,11,9
194,26,11,45,64,60,4,30,8,64,9,7
58,21,11,45,42,40,8,20,10,42,11,9
58,30,11,45,52,40,8,24,10,52,21,9
179,15,11,45,64,60,4,30,7,64,9,6
229,4,11,45,65,60,4,30,9,65,10,8
166,3,11,45,42,40,8,20,10,42,11,9
70,22,11,45,64,60,4,30,8,64,9,7
102,14,11,45,61,60,4,30,5,61,6,4
133,20,11,45,64,60,4,30,8,64,9,7
233,7,142,45,64,60,4,30,8,64,9,7
113,11,142,45,64,60,4,30,8,64,9,7
44,23,142,45,64,60,4,30,8,64,9,7
155,2,142,45,63,60,4,30,6,63,8,5
133,15,142,45,64,60,4,30,8,64,9,7
121,2,142,45,63,60,4,30,7,63,8,6
71,16,142,45,64,60,4,30,8,64,9,7
186,29,142,45,42,40,8,27,10,42,11,9
33,20,14,45,64,60,4,30,8,64,9,7
26,4,14,45,63,60,4,30,7,63,8,6
68,15,14,45,63,60,4,30,6,63,8,5
172,25,14,45,41,40,8,25,9,41,10,8
151,5,14,45,65,60,4,30,8,65,10,7
116,30,14,45,65,60,4,30,9,65,10,8
123,16,14,45,65,60,4,30,9,65,10,8
217,18,14,45,66,60,4,30,9,66,11,8
51,15,14,45,62,60,4,30,5,62,7,4
230,6,14,45,63,60,4,30,7,63,8,6
125,19,14,45,65,60,4,30,9,65,10,8
21,8,134,45,45,40,8,21,9,45,14,8
245,17,134,45,44,40,8,22,11,44,13,10
149,27,7,45,45,16,16,20,20,45,44,19
44,8,170,45,41,40,8,20,9,41,10,8
77,15,170,45,44,40,8,26,9,44,13,8
55,27,170,45,84,80,8,26,9,84,13,8
140,21,170,45,41,40,8,20,9,41,10,8
217,4,46,45,62,60,4,30,6,62,7,5
211,9,46,45,42,40,8,25,10,42,11,9
167,7,46,45,42,40,8,25,10,42,11,9
118,15,46,45,62,60,4,30,6,62,7,5
13,25,46,45,49,40,8,27,10,49,18,9
66,6,46,45,43,40,8,25,10,43,12,9
11,13,15,45,41,40,8,30,9,41,10,8
240,20,15,45,43,40,8,21,9,43,12,8
175,23,15,45,41,40,8,25,9,41,10,8
156,27,15,45,42,40,8,20,9,42,11,8
230,29,42,45,50,40,8,25,10,50,19,9
180,22,42,45,84,80,8,30,8,84,13,8
123,18,42,45,42,40,8,25,10,42,11,9
47,25,42,45,47,40,8,21,10,47,16,9
219,18,42,45,42,40,8,25,10,42,11,9
209,14,162,45,42,40,8,25,10,42,11,9
63,30,162,45,47,40,8,26,12,47,16,11
227,23,162,45,46,40,8,25,11,46,15,10
118,28,162,45,43,40,8,25,10,43,12,9
21,5,6,45,45,40,8,23,9,45,14,8
185,28,138,45,62,60,4,30,6,62,7,5
205,11,138,45,62,60,4,30,6,62,7,5
228,17,138,45,48,40,8,24,9,48,17,8
39,7,138,45,45,40,8,23,9,45,14,8
19,12,38,45,42,40,8,20,9,42,11,8
66,25,38,45,41,40,8,25,9,41,10,8
246,15,38,45,42,40,8,25,10,42,11,9
198,9,10,45,42,40,8,20,10,42,11,9
70,17,10,45,42,40,8,21,9,42,11,8
202,1,74,45,82,80,8,25,10,82,11,9
112,2,74,45,81,80,8,25,9,81,10,8
120,25,74,45,89,80,8,28,12,89,18,11
108,2,29,45,52,50,2,30,4,52,5,3
154,19,51,45,41,40,2,30,3,41,4,2
139,20,23,45,34,30,2,27,4,34,7,3
169,22,23,45,35,30,2,27,5,35,8,4
30,18,19,45,34,30,2,27,3,34,7,2
159,22,30,73,43,40,40,5,41,43,42,40
63,27,30,73,56,40,40,16,41,56,55,40
41,9,30,73,53,40,40,12,44,53,52,43
54,21,30,73,49,40,40,9,49,49,48,48
110,3,30,73,47,40,40,6,43,47,46,42
130,9,30,73,52,40,40,10,50,52,51,49
41,20,30,73,53,40,40,12,44,53,52,43
64,18,30,73,43,40,40,3,42,43,42,41
73,30,30,73,45,40,40,4,43,45,44,43
109,22,30,73,46,40,40,3,44,46,45,44
182,19,30,73,46,40,40,7,45,46,45,44
130,21,30,73,52,40,40,3,50,52,51,49
203,8,30,73,51,40,40,11,51,51,50,50
224,19,45,73,41,32,32,7,33,41,40,32
11,18,45,73,81,80,16,26,17,81,18,16
147,20,45,73,38,24,24,12,25,38,37,24
201,2,45,73,32,24,24,9,24,32,31,24
18,8,45,73,37,24,24,12,25,37,36,24
56,19,110,73,35,16,16,17,19,35,34,18
53,1,110,73,34,16,16,14,21,34,33,20
192,11,110,73,33,16,16,15,20,33,32,19
69,9,110,73,36,16,16,16,20,36,35,19
240,4,105,73,61,60,4,30,5,61,6,4
66,7,54,73,32,30,6,16,7,32,9,6
35,26,54,73,34,30,6,22,10,34,11,9
105,24,54,73,34,30,6,22,8,34,11,7
31,17,126,73,32,30,6,16,8,32,9,7
14,26,126,73,33,30,6,17,7,33,10,6
155,3,18,73,33,30,6,16,8,33,10,7
152,22,122,73,34,30,6,18,9,34,11,8
181,14,122,73,35,30,6,19,8,35,12,7
7,18,26,73,42,40,8,21,10,42,11,9
74,7,154,73,42,40,8,21,9,42,11,8
135,6,154,73,50,40,8,22,9,50,19,8
108,30,154,73,41,40,8,25,9,41,10,8
23,10,154,73,41,40,8,20,9,41,10,8
75,15,156,73,51,50,2,30,3,51,4,2
169,27,156,73,51,50,2,30,3,51,4,2
205,25,28,73,32,30,2,26,4,32,5,3
45,18,28,73,51,50,2,30,3,51,4,2
155,9,50,73,43,40,2,30,5,43,6,4
231,7,25,73,32,16,16,12,20,32,31,19
142,22,9,73,62,60,12,17,13,62,15,12
200,12,9,73,62,60,12,15,14,62,15,13
97,28,9,73,68,60,12,16,20,68,21,19
8,19,9,73,63,60,12,15,15,63,16,14
30,28,35,73,33,16,16,14,17,33,32,16
14,25,35,73,40,16,16,17,17,40,39,16
84,5,106,73,46,40,8,28,9,46,15,8
239,16,106,73,76,75,15,25,16,76,17,15
52,2,3,73,51,16,16,25,18,51,50,17
243,23,27,73,38,16,16,18,17,38,37,16
99,22,43,73,63,60,4,30,7,63,8,6
187,10,43,73,62,60,4,30,6,62,7,5
205,2,43,73,65,60,4,30,8,65,10,7
60,17,43,73,49,40,8,23,9,49,18,8
134,1,43,73,65,60,4,30,8,65,10,7
195,27,43,73,41,40,8,20,9,41,10,8
208,24,43,73,64,60,4,30,8,64,9,7
75,28,43,73,41,40,8,20,9,41,10,8
113,27,43,73,64,60,4,30,8,64,9,7
157,19,11,73,63,60,4,30,7,63,8,6
231,27,11,73,41,40,8,20,9,41,10,8
220,8,11,73,65,60,4,30,9,65,10,8
147,6,11,73,64,60,4,30,7,64,9,6
219,13,11,73,66,60,4,30,9,66,11,8
123,14,11,73,65,60,4,30,9,65,10,8
187,16,11,73,64,60,4,30,7,64,9,6
65,27,11,73,42,40,8,20,10,42,11,9
139,29,142,73,64,60,4,30,8,64,9,7
77,3,142,73,43,40,8,21,9,43,12,8
140,9,142,73,62,60,4,30,6,62,7,5
42,29,142,73,45,40,8,27,10,45,14,9
58,28,14,73,65,60,4,30,9,65,10,8
101,8,14,73,44,40,8,21,9,44,13,8
78,23,14,73,64,60,4,30,8,64,9,7
158,16,14,73,65,60,4,30,9,65,10,8
110,5,14,73,63,60,4,30,7,63,8,6
114,30,14,73,64,60,4,30,8,64,9,7
158,2,14,73,65,60,4,30,9,65,10,8
161,30,14,73,63,60,4,30,7,63,8,6
172,22,14,73,47,40,8,28,9,47,16,8
50,29,134,73,43,40,8,22,9,43,12,8
168,6,134,73,83,80,8,30,9,83,12,8
25,3,134,73,41,40,8,20,9,41,10,8
42,12,170,73,41,40,8,25,9,41,10,8
204,25,170,73,62,60,4,30,5,62,7,4
227,9,170,73,47,40,8,19,9,47,16,8
115,10,170,73,81,80,8,25,9,81,10,8
201,24,46,73,49,40,8,27,10,49,18,9
67,14,46,73,43,40,8,25,10,43,12,9
142,23,46,73,62,60,4,30,6,62,7,5
211,23,46,73,48,40,8,25,10,48,17,9
68,12,46,73,63,60,4,30,6,63,8,5
202,2,15,73,41,40,8,25,9,41,10,8
67,10,15,73,41,40,8,25,9,41,10,8
201,24,15,73,44,40,8,22,9,44,13,8
108,15,15,73,41,40,8,20,9,41,10,8
200,15,15,73,41,40,8,20,9,41,10,8
52,3,15,73,43,40,8,25,9,43,12,8
52,12,15,73,43,40,8,25,9,43,12,8
196,20,15,73,44,40,8,21,9,44,13,8
69,9,42,73,41,40,8,25,9,41,10,8
102,12,42,73,61,60,4,30,5,61,6,4
125,24,42,73,46,40,8,21,10,46,15,9
252,28,162,73,44,40,8,26,12,44,13,11
163,28,162,73,42,40,8,25,10,42,11,9
184,22,162,73,45,40,8,28,10,45,14,9
169,2,6,73,82,80,8,30,9,82,11,8
229,18,138,73,48,40,8,23,10,48,17,9
39,19,138,73,45,40,8,23,9,45,14,8
31,27,138,73,42,40,8,16,9,42,11,8
55,30,138,73,62,60,4,30,6,62,7,5
229,29,138,73,42,40,8,20,10,42,11,9
209,13,38,73,42,40,8,21,10,42,11,9
67,12,38,73,42,40,8,21,9,42,11,8
205,11,10,73,42,40,8,20,10,42,11,9
108,10,74,73,122,120,24,25,25,122,27,24
217,27,74,73,121,120,24,25,25,121,26,24
81,8,34,73,41,40,8,25,9,41,10,8
117,11,34,73,45,40,8,26,10,45,14,9
21,22,34,73,43,40,8,26,9,43,12,8
139,12,29,73,52,50,2,30,4,52,5,3
89,3,51,73,41,40,2,30,3,41,4,2
135,13,51,73,34,30,2,27,3,34,7,2
163,10,23,73,32,30,2,30,4,32,5,3
44,28,19,73,32,30,2,30,4,32,5,3
31,17,30,110,54,40,40,7,54,54,53,53
226,12,30,110,58,40,40,13,56,58,57,55
44,25,30,110,53,40,40,13,53,53,52,52
108,1,30,110,49,40,40,6,49,49,48,48
231,10,30,110,51,40,40,11,41,51,50,40
205,11,30,110,53,40,40,13,43,53,52,42
86,6,30,110,48,40,40,7,48,48,47,47
246,15,30,110,53,40,40,13,41,53,52,40
189,0,30,110,41,40,40,2,41,41,40,40
215,27,30,110,51,40,40,10,51,51,50,50
121,24,30,110,51,40,40,8,51,51,50,50
92,29,30,110,57,40,40,8,56,57,56,55
125,8,30,110,51,40,40,10,51,51,50,50
14,11,45,110,58,32,32,18,33,58,57,32
166,18,45,110,35,32,32,5,33,35,34,32
76,17,45,110,34,24,24,9,25,34,33,24
97,24,45,110,83,80,16,26,16,83,20,16
121,14,45,110,42,32,32,11,33,42,41,32
18,7,45,110,37,24,24,12,25,37,36,24
192,12,110,110,33,16,16,15,20,33,32,19
188,1,110,110,41,40,8,30,9,41,10,8
240,14,105,110,61,60,4,30,5,61,6,4
15,15,54,110,32,30,6,20,8,32,9,7
116,23,54,110,43,40,8,27,9,43,12,8
220,22,54,110,35,30,6,22,11,35,12,10
158,25,18,110,33,30,6,17,8,33,10,7
202,21,122,110,34,30,6,18,9,34,11,8
217,13,26,110,43,40,8,22,11,43,12,10
220,25,154,110,46,40,8,20,8,46,15,8
226,16,154,110,44,40,8,24,9,44,13,8
155,9,154,110,42,40,8,22,8,42,11,8
77,3,154,110,43,40,8,21,9,43,12,8
124,30,156,110,54,50,2,30,6,54,7,5
237,3,156,110,33,30,2,25,5,33,6,4
45,4,28,110,51,50,2,30,3,51,4,2
147,18,58,110,35,16,16,15,17,35,34,17
221,20,58,110,47,40,8,24,9,47,16,8
123,7,178,110,42,40,2,30,4,42,5,3
135,24,178,110,42,40,2,30,4,42,5,3
120,1,77,110,32,30,1,30,3,32,4,2
185,15,25,110,33,24,24,10,26,33,32,25
122,9,25,110,40,16,16,18,20,40,39,19
77,1,9,110,64,60,12,16,16,64,17,15
162,27,9,110,64,60,12,17,16,64,17,15
6,2,35,110,38,16,16,17,17,38,37,16
69,28,106,110,42,40,8,25,9,42,11,8
188,5,106,110,76,75,15,30,16,76,17,15
200,11,106,110,77,75,15,26,16,77,18,15
28,27,27,110,39,16,16,19,17,39,38,16
243,3,27,110,38,16,16,18,17,38,37,16
177,20,43,110,63,60,4,30,7,63,8,6
90,19,43,110,81,80,8,30,9,81,10,8
158,10,43,110,63,60,4,30,7,63,8,6
75,20,43,110,84,80,8,30,9,84,13,8
189,25,43,110,64,60,4,30,8,64,9,7
84,30,43,110,42,40,8,25,10,42,11,9
88,24,43,110,63,60,4,30,7,63,8,6
42,6,43,110,46,40,8,26,10,46,15,9
79,2,43,110,63,60,4,30,7,63,8,6
26,2,43,110,64,60,4,30,8,64,9,7
179,26,11,110,63,60,4,30,7,63,8,6
25,25,11,110,64,60,4,30,8,64,9,7
88,20,11,110,65,60,4,30,8,65,10,7
229,22,11,110,65,60,4,30,9,65,10,8
180,16,11,110,66,60,4,30,9,66,11,8
121,9,11,110,65,60,4,30,9,65,10,8
44,10,11,110,64,60,4,30,8,64,9,7
185,19,142,110,62,60,4,30,6,62,7,5
188,30,142,110,64,60,4,30,7,64,9,6
212,21,142,110,47,40,8,24,9,47,16,8
229,2,142,110,63,60,4,30,7,63,8,6
216,29,142,110,64,60,4,30,7,64,9,6
90,29,142,110,49,40,8,26,9,49,18,8
72,11,142,110,65,60,4,30,8,65,10,7
171,6,142,110,46,40,8,26,10,46,15,9
202,20,142,110,41,40,8,25,9,41,10,8
43,18,14,110,41,40,8,25,9,41,10,8
86,16,14,110,48,40,8,23,9,48,17,8
166,29,14,110,48,40,8,29,9,48,17,8
204,3,14,110,61,60,4,30,5,61,6,4
39,12,14,110,64,60,4,30,8,64,9,7
106,19,14,110,52,40,8,28,9,52,21,8
25,19,134,110,42,40,8,20,9,42,11,8
197,2,134,110,44,40,8,22,10,44,13,9
113,5,134,110,42,40,8,20,10,42,11,9
212,10,134,110,46,40,8,22,9,46,15,8
125,2,134,110,43,40,8,20,11,43,12,10
52,3,7,110,44,16,16,19,19,44,43,18
154,18,170,110,43,40,8,26,9,43,12,8
202,18,170,110,47,40,8,23,9,47,16,8
202,11,170,110,42,40,8,20,9,42,11,8
19,8,46,110,48,40,8,27,10,48,17,9
49,13,46,110,44,40,8,25,10,44,13,9
70,18,46,110,63,60,4,30,6,63,8,5
106,7,46,110,46,40,8,25,11,46,15,10
180,8,15,110,41,40,8,25,9,41,10,8
229,5,15,110,46,40,8,26,9,46,15,8
140,27,15,110,43,40,8,21,8,43,12,8
171,28,15,110,42,40,8,20,9,42,11,8
77,6,15,110,43,40,8,21,9,43,12,8
224,23,15,110,43,40,8,21,9,43,12,8
52,8,15,110,43,40,8,25,9,43,12,8
190,30,42,110,42,40,8,22,10,42,11,9
89,3,42,110,41,40,8,20,9,41,10,8
238,20,42,110,62,60,4,30,6,62,7,5
22,4,42,110,41,40,8,20,9,41,10,8
234,24,42,110,47,40,8,23,10,47,16,9
231,7,162,110,44,40,8,26,12,44,13,11
124,1,162,110,46,40,8,26,11,46,15,10
71,27,162,110,42,40,8,25,10,42,11,9
89,13,162,110,44,40,8,27,10,44,13,9
103,30,138,110,42,40,8,20,10,42,11,9
70,16,38,110,42,40,8,21,9,42,11,8
82,9,38,110,43,40,8,26,11,43,12,10
67,25,38,110,41,40,8,20,9,41,10,8
91,8,38,110,45,40,8,23,11,45,14,10
100,15,10,110,46,40,8,23,9,46,15,8
185,7,10,110,42,40,8,20,10,42,11,9
118,15,74,110,124,120,24,25,25,124,29,24
118,13,74,110,123,120,24,25,25,123,28,24
31,12,74,110,87,80,8,26,13,87,16,12
45,12,23,110,32,30,2,25,4,32,5,3
92,1,23,110,32,30,2,30,4,32,5,3
104,12,19,110,32,30,2,25,4,32,5,3
50,23,30,150,49,40,40,9,41,49,48,40
155,31,30,150,43,40,40,2,43,43,42,42
233,26,30,150,54,40,40,7,54,54,53,53
31,10,30,150,54,40,40,7,54,54,53,53
186,28,30,150,47,40,40,7,47,47,46,46
212,18,30,150,54,40,40,13,52,54,53,51
43,7,30,150,48,40,40,6,48,48,47,47
32,19,30,150,42,40,40,3,42,42,41,41
195,12,30,150,53,40,40,13,53,53,52,52
211,30,30,150,63,40,40,17,54,63,62,53
186,30,30,150,47,40,40,7,47,47,46,46
215,6,30,150,51,40,40,4,51,51,50,50
205,17,45,150,81,80,16,25,17,81,18,16
164,29,45,150,45,24,24,16,25,45,44,24
38,19,45,150,46,24,24,14,25,46,45,24
201,22,45,150,32,24,24,9,24,32,31,24
213,28,110,150,34,16,16,15,21,34,33,20
240,9,110,150,40,16,16,20,23,40,39,22
121,9,110,150,50,40,8,30,9,50,19,8
239,5,110,150,36,16,16,15,20,36,35,19
240,4,150,150,60,60,4,30,4,60,5,4
139,19,54,150,41,40,8,25,9,41,10,8
217,10,22,150,34,30,6,21,8,34,11,7
100,6,146,150,33,30,6,15,8,33,10,8
89,5,146,150,36,30,6,16,7,36,13,7
149,14,146,150,32,30,6,16,7,32,9,7
68,20,62,150,46,40,8,23,10,46,15,9
234,14,122,150,33,30,6,16,9,33,10,8
150,27,26,150,42,40,8,21,8,42,11,8
100,28,26,150,40,40,8,20,8,40,9,8
159,29,26,150,45,40,8,21,11,45,14,10
41,13,26,150,41,40,8,25,9,41,10,8
44,6,154,150,48,40,8,25,9,48,17,8
244,19,154,150,45,40,8,20,9,45,14,8
104,19,156,150,53,50,2,30,5,53,6,4
161,7,156,150,53,50,2,30,5,53,6,4
108,17,28,150,35,30,2,27,4,35,8,3
238,16,58,150,41,40,8,20,9,41,10,8
70,1,178,150,36,30,2,27,4,36,9,3
135,3,178,150,42,40,2,30,4,42,5,3
230,3,178,150,42,40,2,30,4,42,5,3
135,9,178,150,42,40,2,30,4,42,5,3
197,10,25,150,32,16,16,13,22,32,31,21
96,22,9,150,65,60,12,17,17,65,18,16
169,4,9,150,64,60,12,25,16,64,17,15
112,22,35,150,46,16,16,18,17,46,45,16
84,5,106,150,46,40,8,28,9,46,15,8
56,5,106,150,82,75,15,26,16,82,23,15
121,18,106,150,76,75,15,25,16,76,17,15
36,1,3,150,33,16,16,15,17,33,32,16
29,19,27,150,102,80,16,30,18,102,39,17
126,7,27,150,32,16,16,16,17,32,31,16
217,5,43,150,62,60,4,30,6,62,7,5
