Env. Initial State,Org Initial State,Environment rule,Organism rule,Recurrence time,Attractor size,Env Attractor Size,Num unique states,Num. unique rules,Org State Recurrence,Org Rule Recurrence,Env Recurrence
189,14,30,30,47,40,40,8,41,47,46,40
81,3,30,30,46,40,40,4,46,46,45,45
29,1,30,30,50,40,40,6,50,50,49,49
182,8,30,30,45,40,40,5,45,45,44,44
237,1,30,30,42,40,40,4,41,42,41,40
99,9,30,30,49,40,40,4,49,49,48,48
199,5,30,30,54,40,40,3,54,54,53,53
132,4,45,30,29,24,24,5,25,29,28,24
69,5,45,30,17,2,2,3,17,17,16,16
190,1,45,30,16,2,2,6,16,16,15,15
211,5,45,30,19,2,2,3,18,19,18,18
126,1,45,30,18,2,2,5,18,18,17,17
36,11,110,30,21,16,16,5,21,14,20,20
1,0,110,30,24,16,16,2,21,24,23,20
10,2,110,30,24,16,16,8,23,24,23,23
210,8,110,30,21,16,16,4,21,21,20,20
222,11,110,30,20,16,16,4,20,20,19,19
141,10,110,30,21,16,16,4,20,21,20,19
104,3,150,30,17,16,4,12,5,17,6,4
247,11,105,30,17,16,4,8,5,17,6,4
65,3,54,30,17,16,4,12,5,17,6,4
13,9,62,30,31,16,16,11,18,31,30,17
138,8,62,30,21,16,16,4,21,21,20,20
161,10,62,30,23,16,16,4,18,18,22,17
44,9,154,30,17,8,8,7,9,17,16,8
236,9,154,30,18,8,8,5,9,18,17,8
137,0,58,30,16,8,8,2,12,16,15,11
56,12,25,30,21,16,16,4,21,14,20,20
123,12,25,30,26,24,24,3,26,26,25,25
251,14,25,30,22,16,16,3,22,22,21,21
208,1,25,30,22,16,16,6,17,22,21,16
178,4,25,30,22,16,16,5,20,15,21,19
18,2,9,30,18,12,12,4,18,13,17,17
101,8,9,30,16,12,12,4,16,16,15,15
57,13,9,30,16,12,12,4,16,16,15,15
97,12,9,30,20,12,12,5,20,15,19,19
143,14,35,30,65,64,16,12,17,65,18,16
249,10,35,30,18,16,16,4,17,18,17,16
147,15,35,30,17,16,16,2,17,17,16,16
43,2,35,30,17,8,8,7,12,17,16,11
4,12,35,30,17,16,16,3,17,17,16,16
203,15,35,30,20,16,16,2,20,20,19,19
251,14,106,30,16,15,15,3,16,16,15,15
254,15,106,30,17,15,15,2,16,17,16,15
105,3,106,30,21,15,15,5,16,21,20,15
144,11,106,30,16,8,8,8,9,16,15,8
64,0,3,30,17,16,16,2,17,17,16,16
157,6,3,30,20,16,16,5,18,20,19,17
200,15,3,30,19,16,16,2,17,19,18,16
202,7,3,30,18,16,16,3,18,18,17,17
45,7,27,30,20,16,16,5,19,20,19,18
2,1,27,30,19,16,16,5,17,19,18,16
9,0,27,30,21,16,16,2,17,21,20,16
223,2,27,30,17,16,16,3,17,17,16,16
220,2,27,30,30,16,16,8,17,30,29,16
121,14,27,30,25,16,16,8,19,25,24,18
5,11,27,30,18,16,16,3,17,11,17,17
131,14,184,30,22,8,8,11,11,18,21,10
100,7,56,30,18,8,8,8,10,18,17,9
248,8,11,30,19,8,8,10,9,19,18,8
210,5,7,30,19,16,16,3,18,12,18,18
161,8,7,30,32,16,16,11,18,25,31,18
180,4,7,30,19,16,16,4,18,12,18,18
69,13,170,30,18,8,8,10,9,18,17,8
193,8,170,30,18,8,8,9,9,18,17,8
188,1,170,30,20,8,8,9,9,20,19,8
141,14,46,30,18,8,8,9,9,18,17,8
169,13,46,30,21,8,8,10,11,21,20,10
26,11,42,30,17,8,8,6,9,17,16,8
214,8,162,30,16,8,8,6,10,16,15,9
224,7,138,30,19,8,8,11,9,19,18,8
246,14,38,30,20,8,8,9,10,20,19,9
228,4,10,30,20,8,8,8,10,20,19,9
216,5,74,30,25,24,24,3,25,25,24,24
234,3,168,30,18,8,8,8,9,14,17,8
229,9,30,45,51,40,40,7,51,51,50,50
138,6,30,45,46,40,40,4,46,46,45,45
217,7,30,45,57,40,40,3,57,57,56,56
81,7,30,45,46,40,40,6,46,46,45,45
188,11,30,45,51,40,40,5,51,51,50,50
94,13,30,45,51,40,40,4,51,51,50,50
36,4,45,45,33,24,24,4,25,33,32,24
3,0,45,45,20,2,2,2,20,20,19,19
169,9,45,45,40,32,32,8,33,40,39,32
159,12,45,45,18,2,2,4,18,18,17,17
36,3,110,45,21,16,16,3,21,14,20,20
7,13,110,45,19,16,16,3,19,12,18,18
149,10,110,45,21,16,16,3,21,21,20,20
144,8,110,45,21,16,16,6,21,21,20,20
180,9,110,45,21,16,16,5,21,14,20,20
83,5,110,45,21,16,16,3,21,21,20,20
1,8,110,45,27,16,16,8,21,19,26,20
106,13,105,45,17,16,4,8,5,17,6,4
185,4,62,45,22,16,16,6,17,22,21,16
211,14,62,45,16,12,3,12,4,16,8,3
73,9,26,45,17,8,8,7,9,14,16,8
197,7,26,45,20,8,8,11,10,20,19,9
110,15,26,45,17,16,16,2,17,17,16,16
153,2,154,45,17,16,4,9,5,17,6,4
118,8,58,45,27,16,16,7,17,22,26,16
190,1,58,45,17,8,8,8,12,17,16,11
27,13,58,45,16,8,8,8,10,16,15,9
144,14,58,45,17,8,8,8,11,17,16,10
50,15,25,45,21,16,16,2,21,21,20,20
80,14,25,45,21,16,16,4,19,14,20,18
59,3,25,45,25,16,16,5,25,25,24,24
138,2,25,45,24,16,16,4,24,17,23,23
46,4,25,45,24,16,16,6,22,17,23,21
207,12,9,45,25,12,12,12,16,25,24,15
114,11,9,45,16,12,12,5,16,16,15,15
88,2,9,45,20,12,12,5,20,20,19,19
18,3,9,45,18,12,12,6,18,13,17,17
224,0,35,45,17,16,16,2,17,17,16,16
143,8,35,45,66,64,16,12,17,66,19,16
190,8,35,45,26,16,16,10,20,26,25,19
23,1,35,45,19,16,16,3,19,19,18,18
134,3,106,45,22,15,15,7,16,22,21,15
191,4,106,45,16,15,15,3,16,16,15,15
75,6,106,45,21,15,15,7,16,21,20,15
100,14,106,45,20,15,15,6,16,20,19,15
139,7,106,45,23,15,15,8,16,23,22,15
199,8,3,45,65,64,16,12,17,65,18,16
4,8,3,45,22,16,16,5,17,22,21,16
112,14,3,45,28,16,16,9,17,21,27,16
230,9,3,45,18,16,16,4,18,18,17,17
101,3,3,45,18,16,16,4,18,18,17,17
53,10,3,45,18,16,16,3,18,18,17,17
97,5,27,45,20,16,16,4,20,20,19,19
190,5,27,45,18,16,16,3,18,18,17,17
45,5,27,45,19,16,16,3,18,19,18,18
248,9,27,45,22,16,16,7,17,22,21,16
93,9,27,45,18,16,16,4,18,18,17,17
25,8,27,45,28,16,16,11,18,28,27,17
101,8,27,45,21,16,16,4,21,21,20,20
42,13,43,45,17,8,8,8,10,17,16,9
52,6,56,45,25,8,8,11,10,21,24,9
231,8,11,45,33,32,8,12,9,33,10,8
134,11,11,45,18,16,8,10,10,18,17,9
251,4,142,45,17,8,8,7,10,17,16,9
190,7,134,45,19,8,8,11,11,19,18,10
22,0,7,45,18,16,16,2,18,11,17,17
25,7,7,45,67,64,16,12,19,67,20,18
193,2,7,45,32,16,16,10,17,25,31,16
227,11,170,45,16,8,8,8,9,16,15,8
232,3,170,45,18,8,8,9,9,18,17,8
228,13,170,45,18,8,8,7,9,18,17,8
169,8,46,45,21,8,8,10,11,21,20,10
240,13,46,45,16,8,8,9,10,16,15,9
219,13,46,45,17,8,8,7,10,17,16,9
19,2,46,45,17,8,8,7,10,17,16,9
15,11,15,45,19,16,8,10,9,19,18,8
48,3,15,45,33,32,8,12,9,33,10,8
48,1,15,45,33,32,8,12,9,33,10,8
76,12,42,45,16,8,8,5,9,16,15,8
201,8,42,45,19,8,8,8,10,19,18,9
163,9,138,45,17,8,8,9,10,17,16,9
38,2,10,45,17,8,8,6,9,17,16,8
52,12,74,45,18,8,8,7,9,18,17,8
180,3,74,45,19,8,8,9,13,19,18,12
216,11,74,45,34,24,24,4,25,34,33,24
38,1,2,45,18,8,8,8,10,18,17,9
1,3,30,73,42,40,40,3,42,42,41,41
241,11,30,73,55,40,40,7,53,55,54,53
159,5,30,73,43,40,40,4,41,43,42,40
87,4,30,73,47,40,40,3,47,47,46,46
197,11,30,73,56,40,40,8,56,56,55,55
42,5,30,73,48,40,40,4,46,48,47,45
232,10,30,73,50,40,40,4,50,50,49,49
37,5,45,73,25,24,24,3,24,25,24,24
233,2,45,73,19,2,2,7,19,19,18,18
213,8,45,73,19,2,2,5,19,19,18,18
230,9,45,73,20,16,16,4,17,20,19,16
110,10,45,73,18,16,16,3,17,18,17,16
126,15,110,73,19,16,16,2,19,19,18,18
130,0,110,73,24,16,16,2,24,17,23,23
75,0,110,73,21,16,16,2,21,21,20,20
83,8,110,73,25,16,16,8,21,25,24,20
97,4,110,73,22,16,16,7,18,15,21,17
233,4,150,73,19,16,4,12,5,19,8,4
121,6,105,73,17,16,4,8,5,17,6,4
236,7,62,73,18,16,16,3,17,18,17,16
232,1,62,73,18,16,16,3,18,18,17,17
134,3,62,73,21,16,16,6,18,21,20,17
110,0,26,73,17,16,16,2,17,17,16,16
203,14,154,73,17,8,8,4,9,17,16,8
61,1,94,73,17,16,2,12,3,17,4,2
150,3,41,73,16,8,8,8,14,16,15,13
161,7,58,73,16,8,8,4,13,16,15,12
169,0,58,73,16,8,8,2,12,16,15,11
149,3,25,73,26,16,16,7,20,19,25,19
190,4,25,73,24,16,16,5,22,17,23,21
19,11,25,73,21,16,16,3,21,21,20,20
37,9,25,73,25,24,24,3,24,25,24,24
163,14,25,73,18,16,16,4,17,18,17,16
33,0,9,73,18,12,12,2,18,18,17,17
165,2,9,73,16,12,12,4,16,16,15,15
182,6,9,73,19,12,12,4,19,19,18,18
214,8,9,73,19,12,12,5,19,14,18,18
159,4,35,73,17,16,16,3,17,17,16,16
235,10,35,73,20,16,16,4,20,20,19,19
219,8,35,73,23,16,16,6,18,23,22,17
46,10,35,73,20,16,16,3,19,20,19,18
89,0,106,73,16,15,15,2,16,16,15,15
22,3,106,73,22,15,15,5,16,22,21,15
89,11,106,73,20,15,15,5,16,20,19,15
27,3,106,73,22,15,15,8,16,22,21,15
108,10,106,73,18,15,15,3,16,18,17,15
70,12,106,73,22,15,15,4,16,22,21,15
209,13,3,73,66,64,16,12,18,66,19,17
58,2,3,73,18,16,16,4,18,18,17,17
140,15,3,73,19,16,16,2,17,19,18,16
142,3,27,73,28,16,16,7,18,21,27,17
125,1,27,73,19,16,16,5,18,19,18,17
236,7,27,73,19,16,16,3,19,19,18,18
107,6,27,73,25,16,16,9,18,25,24,17
28,3,27,73,23,16,16,5,17,23,22,16
53,8,27,73,30,16,16,10,18,30,29,17
49,2,27,73,17,8,8,9,10,17,16,9
159,11,43,73,34,32,8,12,9,34,11,8
131,2,43,73,18,8,8,9,9,18,17,8
131,8,11,73,18,8,8,9,9,18,17,8
193,11,142,73,18,8,8,10,9,18,17,8
149,3,14,73,17,16,8,8,9,17,16,8
84,7,134,73,17,8,8,7,9,17,16,8
78,12,134,73,17,8,8,8,10,17,16,9
190,8,134,73,19,8,8,10,11,19,18,10
196,10,7,73,25,16,16,4,20,25,24,19
38,15,7,73,20,16,16,2,20,13,19,19
11,13,7,73,22,16,16,7,18,22,21,17
39,7,7,73,20,16,16,4,20,20,19,19
129,7,7,73,65,64,16,12,17,65,18,16
169,4,46,73,21,8,8,10,11,21,20,10
19,2,46,73,17,8,8,7,10,17,16,9
182,8,38,73,19,8,8,8,11,19,18,10
54,7,74,73,30,24,24,7,25,30,29,24
53,12,34,73,18,8,8,7,9,18,17,9
52,8,34,73,18,8,8,8,10,18,17,9
15,5,30,110,53,40,40,3,53,53,52,52
105,6,30,110,55,40,40,11,55,55,54,54
99,0,30,110,49,40,40,2,49,49,48,48
27,14,30,110,49,40,40,5,49,49,48,48
207,2,30,110,50,40,40,9,41,50,49,40
162,13,30,110,46,40,40,4,46,46,45,45
144,14,30,110,46,40,40,6,41,46,45,40
193,11,45,110,37,32,32,5,33,37,36,32
48,10,45,110,20,2,2,4,20,20,19,19
154,3,45,110,46,32,32,11,33,46,45,32
59,10,45,110,34,24,24,4,25,34,33,24
115,10,110,110,21,16,16,4,17,13,20,16
148,3,110,110,25,16,16,8,21,25,24,20
168,7,110,110,23,16,16,4,20,23,22,19
103,6,110,110,21,16,16,4,20,21,20,20
158,0,110,110,22,16,16,2,22,22,21,21
30,10,110,110,23,16,16,4,22,23,22,22
213,8,105,110,17,16,4,8,5,17,6,4
149,12,62,110,21,16,16,4,20,21,20,20
83,15,62,110,21,16,16,2,20,21,20,20
115,3,62,110,24,16,16,8,16,24,23,16
101,0,62,110,21,16,16,2,20,21,20,20
180,6,26,110,17,16,8,6,9,17,16,8
55,15,26,110,17,16,16,2,16,17,16,16
213,1,154,110,20,8,8,10,9,20,19,8
199,11,154,110,16,8,8,8,9,16,15,8
192,12,58,110,17,8,8,8,14,17,16,13
52,4,25,110,24,16,16,6,17,17,23,16
88,11,25,110,25,16,16,5,23,18,24,22
200,1,25,110,21,16,16,3,21,14,20,20
132,0,25,110,26,24,24,2,25,26,25,24
49,11,25,110,27,16,16,9,21,27,26,20
228,1,9,110,16,12,12,3,16,16,15,15
251,7,9,110,16,12,12,3,16,16,15,15
83,14,9,110,28,12,12,13,16,28,27,15
124,6,35,110,65,64,16,12,17,65,18,16
127,13,35,110,19,16,16,5,18,19,18,17
57,9,35,110,18,16,16,4,17,18,17,16
78,10,35,110,18,16,16,3,17,18,17,16
148,4,35,110,16,8,8,5,9,16,15,8
234,9,106,110,20,15,15,6,16,20,19,15
225,8,106,110,23,15,15,7,16,23,22,15
95,2,106,110,17,15,15,3,17,17,16,16
133,14,106,110,24,15,15,9,16,24,23,15
44,14,106,110,21,15,15,7,16,21,20,15
158,2,3,110,20,16,16,6,18,20,19,17
31,7,3,110,18,16,16,4,17,18,17,16
75,5,27,110,19,16,16,3,19,19,18,18
113,15,27,110,18,16,16,2,17,18,17,17
168,7,27,110,18,16,16,4,18,18,17,17
182,1,27,110,20,16,16,5,18,20,19,17
101,11,27,110,22,16,16,6,21,22,21,20
143,4,27,110,28,16,16,8,17,21,27,16
124,14,27,110,34,16,16,12,17,27,33,16
1,2,43,110,34,32,8,12,10,34,11,9
21,2,43,110,18,8,8,8,10,18,17,9
98,11,56,110,20,8,8,9,10,16,19,9
58,14,11,110,17,8,8,9,10,17,16,9
101,14,11,110,16,4,4,7,9,16,15,8
76,9,7,110,26,16,16,9,20,26,25,19
143,2,7,110,66,64,16,12,17,66,19,16
98,15,7,110,20,16,16,2,20,20,19,19
253,1,152,110,16,8,8,4,16,16,15,15
98,4,152,110,16,8,8,6,11,16,15,10
53,3,170,110,18,8,8,8,9,18,17,8
147,7,46,110,17,8,8,7,10,17,16,9
196,9,15,110,16,8,8,8,9,16,15,8
163,2,162,110,19,8,8,10,10,19,18,9
94,13,162,110,16,8,8,4,11,16,15,10
71,3,138,110,16,8,8,5,10,16,15,9
224,7,138,110,19,8,8,11,9,19,18,8
152,8,38,110,16,8,8,8,9,16,15,8
213,11,34,110,16,8,8,8,10,16,15,9
213,2,168,110,25,8,8,11,9,21,24,8
107,1,40,110,16,8,8,7,9,16,15,8
217,8,30,150,57,40,40,9,57,57,56,56
107,4,30,150,47,40,40,5,45,47,46,44
133,8,30,150,53,40,40,5,53,53,52,52
69,9,30,150,47,40,40,5,46,47,46,45
154,15,30,150,53,40,40,2,52,53,52,51
143,0,30,150,56,40,40,2,54,56,55,53
50,6,45,150,18,2,2,11,18,18,17,17
144,14,45,150,32,24,24,9,24,32,31,24
42,3,45,150,17,2,2,7,17,17,16,16
210,3,45,150,28,24,24,6,25,28,27,24
217,15,45,150,25,24,24,2,24,25,24,24
100,11,45,150,18,2,2,5,18,18,17,17
158,9,45,150,19,2,2,8,19,19,18,18
250,1,110,150,20,16,16,4,17,20,19,16
199,4,110,150,20,16,16,5,17,13,19,16
227,2,110,150,21,16,16,6,17,14,20,16
144,14,110,150,21,16,16,6,21,21,20,20
172,12,110,150,21,16,16,5,21,14,20,20
180,4,110,150,21,16,16,5,21,14,20,20
24,2,54,150,25,24,6,8,7,25,8,6
153,2,62,150,20,8,8,10,9,16,19,8
52,8,62,150,35,16,16,12,18,35,34,17
220,2,62,150,36,16,16,11,17,36,35,16
230,9,62,150,24,16,16,5,17,19,23,16
67,11,122,150,16,6,6,9,10,16,15,9
52,11,154,150,22,8,8,10,9,22,21,8
196,2,154,150,16,8,8,7,9,16,15,8
147,4,58,150,35,16,16,12,18,35,34,17
225,14,58,150,16,8,8,4,13,16,15,12
99,2,58,150,16,8,8,7,10,16,15,9
236,6,58,150,31,16,16,10,17,31,30,16
96,4,58,150,18,8,8,3,14,18,17,13
135,5,25,150,20,16,16,3,18,13,19,17
252,2,25,150,26,16,16,11,20,26,25,19
20,12,25,150,22,16,16,6,19,22,21,18
118,13,25,150,25,16,16,8,25,18,24,24
67,14,25,150,21,16,16,6,17,21,20,16
190,3,25,150,24,16,16,5,22,17,23,21
40,7,9,150,19,12,12,7,13,19,18,12
245,6,9,150,16,12,12,4,16,16,15,15
195,7,9,150,16,8,8,8,10,16,15,9
21,0,9,150,16,12,12,2,16,16,15,15
249,2,9,150,16,12,12,4,16,16,15,15
21,3,9,150,16,12,12,4,16,16,15,15
97,12,35,150,25,16,16,8,19,25,24,18
183,5,35,150,18,16,16,3,18,18,17,17
8,13,35,150,19,16,16,5,17,19,18,16
16,6,35,150,21,16,16,7,17,21,20,16
37,14,106,150,18,8,8,7,9,18,17,8
222,15,106,150,17,15,15,2,17,17,16,16
113,12,106,150,32,15,15,10,16,32,31,15
232,9,106,150,19,15,15,5,16,19,18,15
202,14,106,150,26,15,15,8,16,26,25,15
146,4,3,150,19,16,16,4,18,19,18,17
36,9,3,150,17,16,16,3,17,17,16,16
232,3,3,150,21,16,16,5,18,21,20,17
136,11,3,150,17,8,8,7,9,17,16,8
126,2,3,150,19,16,16,4,17,19,18,16
88,5,3,150,18,16,16,3,18,11,17,17
103,14,27,150,31,16,16,9,19,31,30,18
186,11,27,150,19,16,16,5,18,19,18,17
223,14,27,150,18,16,16,3,17,18,17,16
31,12,27,150,30,16,16,8,17,23,29,16
184,11,27,150,32,16,16,9,18,32,31,17
212,6,43,150,16,8,8,7,9,16,15,8
74,1,43,150,17,8,8,6,9,17,16,8
44,12,184,150,17,8,8,5,11,13,16,10
28,4,184,150,17,8,8,5,11,13,16,10
134,9,11,150,18,16,8,11,10,18,17,9
127,14,134,150,20,8,8,10,12,16,19,11
83,11,134,150,18,8,8,10,9,18,17,8
202,9,134,150,19,16,4,9,7,19,8,6
155,9,24,150,16,8,8,8,11,16,15,10
100,13,7,150,67,64,16,12,19,67,20,18
127,8,152,150,16,8,8,3,16,16,15,15
211,4,46,150,17,8,8,7,10,17,16,9
174,12,15,150,19,8,8,9,9,19,18,8
117,11,42,150,19,8,8,9,10,19,18,9
227,7,162,150,19,8,8,10,11,19,18,10
108,3,162,150,17,8,8,8,10,17,16,9
193,1,138,150,18,8,8,9,9,18,17,8
108,9,38,150,16,8,8,6,9,16,15,8
228,12,10,150,20,8,8,9,10,20,19,9
141,1,74,150,27,24,24,4,25,27,26,24
112,14,74,150,17,8,8,8,9,17,16,8
30,3,30,105,53,40,40,9,53,53,52,52
203,5,30,105,51,40,40,3,51,51,50,50
40,14,30,105,50,40,40,7,50,50,49,49
53,13,30,105,52,40,40,6,52,52,51,51
1,6,45,105,17,2,2,3,17,17,16,16
228,3,45,105,30,24,24,6,25,30,29,24
9,10,45,105,25,24,24,3,24,25,24,24
4,15,45,105,17,2,2,2,17,17,16,16
82,14,110,105,37,16,16,11,21,37,36,20
209,2,110,105,24,16,16,8,18,24,23,17
67,1,110,105,21,16,16,5,18,14,20,17
132,1,110,105,22,16,16,5,21,22,21,20
118,5,110,105,21,16,16,3,21,21,20,20
162,15,110,105,20,16,16,2,20,20,19,19
215,6,150,105,17,16,4,12,5,17,6,4
212,12,62,105,24,16,16,7,21,19,23,20
169,12,62,105,21,16,16,4,21,21,20,20
205,1,26,105,22,16,16,5,17,22,21,16
115,11,58,105,24,16,16,7,17,24,23,16
36,1,25,105,30,24,24,6,25,30,29,24
152,3,25,105,25,16,16,5,21,25,24,20
235,15,25,105,22,16,16,2,22,22,21,21
189,11,25,105,32,24,24,8,26,32,31,25
239,3,25,105,22,16,16,6,22,15,21,21
20,6,25,105,22,16,16,6,19,22,21,18
84,5,9,105,16,12,12,3,16,16,15,15
75,13,9,105,16,12,12,4,16,16,15,15
53,6,9,105,16,12,12,4,16,16,15,15
183,14,9,105,19,12,12,4,19,19,18,18
57,14,9,105,16,12,12,4,16,16,15,15
47,4,35,105,22,16,16,5,20,22,21,19
114,12,35,105,24,16,16,8,17,24,23,16
13,5,35,105,21,16,16,4,18,21,20,17
215,8,35,105,20,16,16,3,20,20,19,19
49,1,35,105,19,16,16,5,17,19,18,16
100,5,35,105,18,16,16,3,17,18,17,16
201,10,35,105,18,16,16,3,17,18,17,16
188,3,106,105,17,15,15,4,16,17,16,15
174,11,106,105,18,15,15,5,16,18,17,15
182,3,106,105,17,15,15,4,16,17,16,15
224,14,106,105,19,15,15,5,16,19,18,15
236,1,3,105,21,16,16,5,18,21,20,17
59,1,3,105,19,16,16,5,18,19,18,17
122,14,3,105,19,16,16,5,18,19,18,17
63,0,3,105,17,16,16,2,17,17,16,16
146,9,3,105,18,16,16,4,18,18,17,17
78,3,3,105,22,16,16,7,17,22,21,16
74,13,27,105,21,16,16,5,21,21,20,20
244,15,27,105,18,16,16,2,18,18,17,17
79,10,27,105,19,16,16,4,18,19,18,17
180,11,27,105,20,16,16,5,19,20,19,18
70,6,27,105,18,16,16,4,18,18,17,17
124,5,27,105,18,16,16,3,17,11,17,16
214,13,27,105,18,16,16,4,18,12,17,17
229,2,7,105,23,16,16,5,18,23,22,17
242,5,7,105,21,16,16,4,18,21,20,17
254,4,152,105,16,8,8,4,16,16,15,15
115,3,170,105,22,8,8,8,9,22,21,8
212,14,170,105,16,8,8,7,9,16,15,8
92,12,170,105,16,8,8,7,9,16,15,8
110,1,170,105,17,8,8,8,9,17,16,8
201,7,46,105,18,8,8,8,10,18,17,9
31,14,15,105,18,8,8,9,9,18,17,8
77,12,15,105,17,16,8,8,9,17,16,8
86,11,15,105,18,16,8,8,9,18,17,8
201,3,42,105,19,8,8,8,10,19,18,9
156,7,42,105,23,8,8,10,10,23,22,9
220,14,162,105,16,8,8,5,10,16,15,9
243,8,138,105,16,8,8,7,9,16,15,8
202,11,138,105,17,8,8,8,10,17,16,9
242,7,138,105,19,8,8,8,10,19,18,9
111,12,38,105,16,8,8,7,10,16,15,9
216,1,10,105,17,8,8,8,10,13,16,9
198,4,74,105,37,24,24,6,25,37,36,24
28,7,74,105,19,8,8,9,9,19,18,8
112,1,74,105,17,8,8,7,9,17,16,8
120,12,74,105,17,8,8,6,12,17,16,11
179,15,74,105,25,24,24,2,25,25,24,24
61,10,30,54,54,40,40,3,54,54,53,53
251,0,30,54,45,40,40,2,43,45,44,42
107,8,30,54,47,40,40,5,45,47,46,44
116,12,30,54,52,40,40,5,50,52,51,49
126,15,30,54,41,40,40,2,41,41,40,40
125,6,30,54,51,40,40,10,51,51,50,50
156,1,30,54,46,40,40,7,42,46,45,41
168,7,45,54,17,2,2,4,17,17,16,16
18,11,45,54,25,24,24,3,25,25,24,24
254,5,45,54,21,2,2,3,21,21,20,20
32,13,45,54,17,2,2,8,17,17,16,16
21,1,110,54,24,16,16,8,20,17,23,19
10,10,110,54,24,16,16,3,24,24,23,23
184,4,110,54,26,16,16,7,23,26,25,22
192,10,110,54,20,16,16,3,20,20,19,19
53,7,110,54,21,16,16,4,21,21,20,20
235,6,110,54,21,16,16,6,17,21,20,16
53,12,110,54,21,16,16,4,21,21,20,20
206,13,150,54,17,16,4,12,5,17,6,4
139,14,150,54,17,16,4,12,5,17,6,4
147,6,105,54,18,16,4,12,5,18,7,4
3,3,62,54,30,16,16,12,19,30,29,18
55,11,26,54,26,16,16,6,17,26,25,16
201,9,26,54,27,16,16,7,17,27,26,16
169,8,154,54,17,16,8,8,9,17,16,8
176,8,58,54,17,8,8,8,11,17,16,10
176,2,25,54,25,16,16,6,23,18,24,22
169,12,25,54,24,16,16,6,20,24,23,19
218,5,25,54,26,24,24,3,26,26,25,25
53,3,25,54,20,16,16,4,20,20,19,19
194,6,25,54,23,16,16,5,23,23,22,22
87,0,25,54,22,16,16,2,22,22,21,21
43,13,9,54,28,12,12,13,16,28,27,15
6,5,9,54,17,12,12,3,17,17,16,16
235,4,9,54,28,12,12,13,16,28,27,15
55,12,9,54,19,12,12,4,19,19,18,18
189,11,9,54,22,12,12,10,19,17,21,18
118,7,35,54,18,8,8,8,10,18,17,9
22,15,35,54,19,16,16,2,19,19,18,18
71,14,35,54,30,16,16,10,18,30,29,17
86,11,35,54,16,8,8,4,12,16,15,11
44,15,106,54,16,15,15,2,16,16,15,15
13,11,106,54,21,15,15,8,16,21,20,15
208,8,106,54,24,15,15,8,16,24,23,15
12,5,106,54,19,15,15,3,17,19,18,16
28,8,106,54,19,15,15,6,16,19,18,15
178,7,3,54,20,16,16,5,18,20,19,17
3,13,3,54,18,16,16,3,17,18,17,16
143,11,3,54,65,64,16,12,17,65,18,16
139,15,3,54,18,16,16,2,18,18,17,17
144,12,27,54,20,16,16,6,17,20,19,16
248,0,27,54,17,16,16,2,17,10,16,16
84,14,27,54,20,16,16,5,18,20,19,17
134,12,27,54,21,16,16,6,18,21,20,17
117,0,27,54,18,16,16,2,18,18,17,17
61,13,27,54,19,16,16,5,18,19,18,17
177,15,27,54,20,16,16,2,20,20,19,19
16,4,43,54,34,32,8,12,10,34,11,9
104,7,184,54,26,8,8,12,10,22,25,9
71,4,11,54,16,8,8,8,10,16,15,9
212,9,142,54,17,16,8,9,9,17,16,8
243,14,142,54,16,8,8,6,9,16,15,8
62,2,14,54,18,8,8,9,10,18,17,9
42,2,14,54,16,8,8,8,10,16,15,9
108,14,134,54,16,8,8,8,10,16,15,9
203,3,134,54,18,16,4,9,6,18,7,5
34,11,134,54,17,16,4,9,5,17,6,4
31,9,7,54,65,64,16,12,17,65,18,16
27,2,7,54,66,64,16,12,18,66,19,17
76,6,7,54,26,16,16,9,20,26,25,19
62,7,7,54,19,16,16,5,17,19,18,16
223,9,152,54,16,8,8,3,16,16,15,15
147,12,46,54,17,8,8,7,9,17,16,9
83,13,46,54,20,8,8,10,10,20,19,10
236,12,15,54,34,32,8,12,9,34,11,8
140,1,15,54,33,32,8,12,9,33,10,8
231,11,15,54,33,32,8,12,9,33,10,8
118,13,15,54,17,8,8,8,9,17,16,8
110,14,15,54,19,8,8,8,9,15,18,8
211,7,42,54,18,8,8,8,10,18,17,9
92,10,162,54,16,8,8,4,10,16,15,9
148,7,162,54,16,8,8,6,9,16,15,8
147,2,138,54,16,8,8,7,9,16,15,8
149,12,10,54,16,8,8,8,10,16,15,9
158,12,74,54,19,8,8,10,12,19,18,11
150,2,34,54,16,8,8,6,10,16,15,9
213,1,168,54,25,8,8,11,9,21,24,8
156,8,30,22,46,40,40,7,42,46,45,41
74,8,30,22,46,40,40,5,44,46,45,43
172,9,30,22,50,40,40,9,48,50,49,47
220,9,30,22,57,40,40,12,43,57,56,42
41,10,30,22,44,40,40,4,44,44,43,43
152,3,30,22,52,40,40,4,52,52,51,51
94,11,45,22,37,32,32,5,33,37,36,32
72,6,45,22,31,24,24,6,25,31,30,24
132,15,45,22,30,24,24,2,25,30,29,24
126,10,45,22,18,2,2,3,18,18,17,17
30,1,110,22,23,16,16,7,22,23,22,22
30,9,110,22,23,16,16,7,22,23,22,22
179,0,110,22,21,16,16,2,21,21,20,20
104,11,110,22,18,16,16,4,18,18,17,17
212,15,110,22,21,16,16,2,21,14,20,20
175,13,110,22,18,16,16,4,17,18,17,16
19,8,150,22,17,16,4,12,5,17,6,4
