Env. Initial State,Org Initial State,Environment rule,Organism rule,Recurrence time,Attractor size,Env Attractor Size,Num unique states,Num. unique rules,Org State Recurrence,Org Rule Recurrence,Env Recurrence
131,7,9,30,13,12,12,2,13,13,12,12
196,4,9,30,19,12,12,6,19,19,18,18
71,1,9,30,14,12,12,4,13,9,13,12
86,4,9,30,16,12,12,3,16,11,15,15
115,6,35,30,18,16,16,4,18,18,17,17
109,3,35,30,10,8,8,3,10,10,9,9
247,7,35,30,18,16,16,2,18,18,17,17
123,6,35,30,20,16,16,3,18,20,19,17
143,2,106,30,10,2,2,5,9,9,9,8
86,4,106,30,19,15,15,3,16,19,18,15
179,3,106,30,18,15,15,4,18,18,17,17
249,7,106,30,16,15,15,2,15,16,15,15
28,3,3,30,19,16,16,4,16,12,18,16
216,5,3,30,19,16,16,3,18,19,18,17
169,2,3,30,18,16,16,3,18,18,17,17
232,0,3,30,18,16,16,2,18,18,17,17
188,6,27,30,22,16,16,5,19,22,21,18
32,0,27,30,17,16,16,2,17,17,16,16
195,0,27,30,17,16,16,2,16,10,16,16
37,5,27,30,21,16,16,5,21,21,20,20
62,0,43,30,9,8,8,2,9,9,8,8
192,2,43,30,9,8,8,3,9,9,8,8
242,0,43,30,8,4,4,2,8,8,7,7
231,3,184,30,14,8,8,5,10,14,13,9
118,1,184,30,12,8,8,3,10,12,11,9
214,3,184,30,18,8,8,6,9,18,17,8
154,2,56,30,14,12,2,6,4,14,5,3
117,5,56,30,17,12,2,6,7,17,8,6
155,3,56,30,9,4,2,4,7,9,8,6
95,3,11,30,11,8,8,3,11,11,10,10
91,6,11,30,9,4,4,3,9,9,8,8
42,1,11,30,10,8,8,4,10,10,9,9
180,0,11,30,10,4,4,2,9,10,9,8
99,2,142,30,15,12,4,6,7,15,8,6
97,6,142,30,16,12,4,6,8,16,9,7
2,5,142,30,10,8,8,3,10,10,9,9
9,1,142,30,8,4,4,3,8,8,7,7
65,6,14,30,16,12,4,6,8,16,9,7
112,7,14,30,10,8,8,2,10,10,9,9
243,4,14,30,10,8,8,4,10,10,9,9
18,1,14,30,17,12,4,6,8,17,10,7
124,6,134,30,11,8,8,3,11,7,10,10
210,7,134,30,11,8,8,2,11,11,10,10
166,5,24,30,11,8,8,5,11,11,10,10
200,7,24,30,11,8,8,2,11,11,10,10
192,0,24,30,11,8,8,2,11,11,10,10
167,1,24,30,11,8,8,4,11,11,10,10
49,0,7,30,20,16,16,2,19,20,19,19
99,1,7,30,23,16,16,5,18,23,22,17
248,4,152,30,10,4,4,6,9,10,9,8
143,6,152,30,10,4,4,7,9,10,9,8
116,3,152,30,12,8,8,6,12,12,11,11
53,6,152,30,11,8,8,4,11,11,10,10
91,2,170,30,16,8,8,5,9,16,15,8
142,4,170,30,14,8,8,7,9,14,13,8
216,6,170,30,10,8,8,5,9,10,9,8
150,7,170,30,11,8,8,2,9,11,10,8
169,1,46,30,12,8,8,3,11,12,11,10
23,0,46,30,11,8,8,2,11,11,10,10
5,6,46,30,11,8,8,3,11,11,10,10
202,1,46,30,11,8,8,4,11,11,10,10
98,0,15,30,9,8,8,2,9,9,8,8
175,0,15,30,9,8,8,2,9,9,8,8
187,4,15,30,13,12,4,6,5,13,6,4
168,3,15,30,18,8,8,5,9,18,17,8
187,6,33,30,8,6,2,5,4,8,5,3
111,1,42,30,11,8,8,5,10,11,10,9
97,5,42,30,14,8,8,6,9,14,13,8
190,5,42,30,15,8,8,6,10,15,14,9
178,0,42,30,12,8,8,2,9,12,11,8
223,7,162,30,8,4,2,2,6,8,7,5
143,6,162,30,11,8,8,4,11,11,10,10
23,1,162,30,10,8,8,3,10,10,9,9
187,5,162,30,14,12,2,6,4,14,5,3
140,2,6,30,13,8,8,5,9,9,12,8
225,7,6,30,10,8,8,2,10,10,9,9
148,2,6,30,15,8,8,6,11,15,14,10
42,2,138,30,10,8,8,4,10,10,9,9
74,7,138,30,10,8,8,2,10,10,9,9
201,0,138,30,9,8,8,2,9,9,8,8
173,1,138,30,11,8,8,3,10,11,10,9
215,2,38,30,11,8,8,3,11,11,10,10
217,5,38,30,14,12,4,6,6,14,7,5
225,6,38,30,10,8,8,4,10,10,9,9
163,2,38,30,15,8,8,5,10,11,14,9
61,1,10,30,14,8,8,6,10,14,13,9
61,4,10,30,14,8,8,6,10,14,13,9
208,0,10,30,10,8,8,2,10,10,9,9
82,7,10,30,10,8,8,2,10,10,9,9
114,6,74,30,15,8,8,5,11,15,14,10
186,2,74,30,12,8,8,6,11,12,11,10
218,2,74,30,31,24,24,6,25,31,30,24
217,1,74,30,29,24,24,7,25,29,28,24
224,3,34,30,11,8,8,4,10,11,10,9
203,0,34,30,10,8,8,2,10,10,9,9
100,5,34,30,10,4,4,6,6,10,9,5
114,2,34,30,10,8,8,4,10,10,9,9
124,1,29,30,8,6,2,6,4,8,5,3
8,1,130,30,9,8,8,3,9,9,8,8
15,7,130,30,11,8,8,2,11,11,10,10
183,4,130,30,11,8,8,3,11,11,10,10
132,6,2,30,9,8,8,3,9,9,8,8
139,5,2,30,11,8,8,5,10,11,10,9
177,2,2,30,12,8,8,4,10,12,11,9
11,6,2,30,11,8,8,5,10,11,10,9
205,3,23,30,8,6,2,6,4,8,5,3
147,0,30,45,42,40,40,2,42,42,41,41
76,2,30,45,54,40,40,4,52,54,53,51
119,5,30,45,14,8,8,6,9,14,13,8
209,0,45,45,33,32,32,2,33,33,32,32
240,4,45,45,15,2,2,7,15,15,14,14
59,5,45,45,34,24,24,6,24,34,33,24
209,1,45,45,40,32,32,7,33,40,39,32
194,7,110,45,18,16,16,2,18,18,17,17
142,6,110,45,24,16,16,6,18,17,23,17
141,4,110,45,20,16,16,3,20,20,19,19
68,2,110,45,9,6,2,4,5,9,6,4
148,4,105,45,13,12,4,6,5,13,6,4
154,1,54,45,12,6,6,6,8,12,11,7
94,1,54,45,9,6,6,3,9,9,8,8
43,7,54,45,8,6,6,2,8,8,7,7
208,4,22,45,8,1,1,6,8,8,8,7
52,5,22,45,8,1,1,5,8,8,8,7
97,2,22,45,8,1,1,3,8,8,8,7
39,4,60,45,8,1,1,6,8,8,8,7
76,6,60,45,10,1,1,3,10,10,10,9
14,7,60,45,10,1,1,2,10,10,10,9
53,3,146,45,11,6,6,4,7,11,10,7
150,3,146,45,8,6,6,3,7,8,7,6
64,0,126,45,9,6,6,2,8,9,8,7
230,5,126,45,20,18,6,6,8,20,9,7
115,2,62,45,17,16,16,5,17,17,16,16
210,6,62,45,21,16,16,4,21,21,20,20
117,7,62,45,8,3,3,2,8,8,7,7
88,0,18,45,10,6,6,2,8,10,9,7
101,3,18,45,12,6,6,6,8,12,11,7
113,2,122,45,9,6,6,5,9,9,8,8
145,0,122,45,9,6,6,2,9,9,8,8
37,7,26,45,11,8,8,2,9,11,10,8
212,7,26,45,11,8,8,2,11,11,10,10
70,3,26,45,11,8,8,4,9,11,10,8
167,2,26,45,12,8,8,6,11,12,11,10
182,3,154,45,14,8,8,4,9,14,13,8
165,3,154,45,12,8,8,5,9,12,11,8
230,1,154,45,14,8,8,6,9,14,13,8
25,5,154,45,11,8,8,4,9,11,10,8
98,4,94,45,8,2,1,4,7,8,7,6
57,7,41,45,10,8,8,2,9,10,9,8
248,0,41,45,9,8,8,2,9,9,8,8
64,3,41,45,10,8,8,4,9,10,9,8
55,5,57,45,17,12,2,6,7,17,8,6
33,7,57,45,11,8,8,2,11,11,10,10
143,3,57,45,11,4,2,4,9,11,10,8
85,2,57,45,13,12,2,6,3,13,4,2
157,1,156,45,9,6,1,6,4,9,5,3
57,1,28,45,8,6,2,6,4,8,5,3
16,1,28,45,9,2,1,6,8,9,8,7
25,1,58,45,13,8,8,4,10,13,12,9
23,3,58,45,15,8,8,3,11,15,14,10
232,4,58,45,11,8,8,3,11,11,10,10
5,5,78,45,8,2,1,3,7,8,7,6
103,3,178,45,14,12,2,6,4,14,5,3
197,6,178,45,14,12,2,6,4,14,5,3
199,4,77,45,9,6,1,6,4,9,5,3
241,1,77,45,9,6,1,6,4,9,5,3
115,3,50,45,15,12,2,6,5,15,6,4
154,4,50,45,13,12,2,6,3,13,4,2
38,6,50,45,14,12,2,6,4,14,5,3
126,2,13,45,9,2,1,3,8,9,8,7
28,5,25,45,24,16,16,6,21,24,23,20
128,3,25,45,21,16,16,3,21,21,20,20
224,0,25,45,23,16,16,2,21,16,22,20
71,6,37,45,8,2,2,5,8,8,7,7
154,6,9,45,16,12,12,5,16,11,15,15
80,4,9,45,22,12,12,8,13,17,21,12
50,2,9,45,18,12,12,5,14,18,17,13
115,1,9,45,19,12,12,5,19,19,18,18
76,7,35,45,17,16,16,2,17,17,16,16
214,6,35,45,11,8,8,4,10,11,10,9
86,6,35,45,16,8,8,4,12,16,15,11
145,1,35,45,21,16,16,5,17,21,20,16
40,5,106,45,11,8,8,5,9,11,10,8
91,4,106,45,32,15,15,8,16,32,31,15
250,1,106,45,18,15,15,5,17,18,17,16
249,4,106,45,18,15,15,4,15,18,17,15
33,6,3,45,19,16,16,5,17,19,18,16
63,7,3,45,18,16,16,2,17,18,17,16
1,0,27,45,21,16,16,2,17,21,20,16
47,6,27,45,22,16,16,5,19,22,21,18
8,1,27,45,17,16,16,3,17,17,16,16
151,6,27,45,19,16,16,3,19,19,18,18
181,1,43,45,12,8,8,4,9,12,11,8
246,5,43,45,16,12,4,6,8,16,9,7
71,7,43,45,8,4,4,2,8,8,7,7
241,4,43,45,12,8,8,5,9,12,11,8
226,3,184,45,8,4,2,5,6,8,7,5
198,7,184,45,8,4,2,2,6,8,7,5
96,4,184,45,10,8,8,3,10,10,9,9
189,5,184,45,12,8,8,4,9,12,11,8
64,2,56,45,9,8,8,3,9,9,8,8
45,1,56,45,15,12,2,6,4,15,6,4
201,5,56,45,17,8,8,5,10,17,16,9
87,4,56,45,9,4,2,3,7,9,8,6
230,4,11,45,18,12,4,6,9,18,11,8
124,3,11,45,10,8,8,3,9,10,9,8
207,2,11,45,12,8,8,6,9,9,11,8
173,7,11,45,9,4,4,2,9,9,8,8
133,3,142,45,9,4,4,3,8,9,8,7
91,5,142,45,13,8,8,4,9,13,12,8
39,6,142,45,15,12,4,6,7,15,8,6
198,4,142,45,15,12,4,6,7,15,8,6
60,0,14,45,10,8,8,2,10,10,9,9
159,0,14,45,10,8,8,2,10,10,9,9
151,1,14,45,8,4,4,3,8,8,7,7
103,3,14,45,10,4,4,4,9,10,9,8
251,7,134,45,12,8,8,2,12,8,11,11
107,6,134,45,10,8,8,3,10,10,9,9
240,7,134,45,12,8,8,2,11,12,11,10
57,0,134,45,10,8,8,2,10,10,9,9
29,0,24,45,10,8,8,2,10,10,9,9
9,2,24,45,11,8,8,3,9,11,10,8
178,7,24,45,11,8,8,2,11,11,10,10
241,3,7,45,18,16,16,4,17,18,17,16
124,3,7,45,18,16,16,3,17,18,17,16
60,4,7,45,22,16,16,5,17,22,21,16
183,6,152,45,8,4,4,5,8,8,7,7
2,6,152,45,9,8,8,3,9,9,8,8
177,2,152,45,12,8,8,4,11,12,11,10
138,4,152,45,10,8,8,4,10,10,9,9
79,3,170,45,14,8,8,4,9,14,13,8
79,7,170,45,9,8,8,2,9,9,8,8
109,0,170,45,9,8,8,2,9,9,8,8
145,7,170,45,9,8,8,2,9,5,8,8
124,0,46,45,10,8,8,2,10,10,9,9
189,4,46,45,12,8,8,6,10,12,11,9
84,0,46,45,11,8,8,2,11,11,10,10
208,1,46,45,10,8,8,5,10,10,9,9
190,5,15,45,13,8,8,5,9,13,12,8
212,6,15,45,24,8,8,7,9,24,23,8
214,7,15,45,11,8,8,2,9,11,10,8
231,3,15,45,15,8,8,6,9,15,14,8
165,6,42,45,13,8,8,5,8,13,12,8
246,0,42,45,10,8,8,2,10,10,9,9
86,5,42,45,17,8,8,6,9,17,16,8
15,4,42,45,12,8,8,5,10,12,11,9
32,6,162,45,10,8,8,4,9,10,9,8
142,3,162,45,13,8,8,5,10,13,12,9
198,5,162,45,11,8,8,4,10,11,10,9
221,3,162,45,14,12,2,6,4,14,5,3
48,3,6,45,10,8,8,4,9,10,9,8
155,7,6,45,10,8,8,2,10,10,9,9
166,5,6,45,10,8,8,4,9,10,9,8
252,1,138,45,10,8,8,4,9,10,9,8
195,7,138,45,9,8,8,2,9,9,8,8
240,3,138,45,15,8,8,7,9,15,14,8
7,5,138,45,9,8,8,3,9,9,8,8
45,2,38,45,11,8,8,4,10,11,10,10
57,0,38,45,10,8,8,2,10,10,9,9
246,4,38,45,12,8,8,3,10,12,11,9
184,5,38,45,15,8,8,8,11,15,14,10
189,0,10,45,11,8,8,2,10,11,10,9
220,2,10,45,12,8,8,4,10,8,11,9
23,4,10,45,10,8,8,3,10,10,9,9
228,7,74,45,11,8,8,2,11,11,10,10
179,7,74,45,25,24,24,2,25,25,24,24
155,1,74,45,13,8,8,6,12,13,12,11
129,4,74,45,10,8,8,3,10,10,9,9
249,6,34,45,10,8,8,3,10,10,9,9
79,3,34,45,10,8,8,3,10,10,9,9
206,7,130,45,11,8,8,2,11,11,10,10
133,1,130,45,10,8,8,3,10,10,9,9
12,5,2,45,11,8,8,5,10,11,10,9
140,6,2,45,9,4,4,5,6,9,8,5
33,0,2,45,9,8,8,2,9,6,8,8
106,3,172,45,8,1,1,3,8,8,8,7
247,5,172,45,10,8,8,4,9,10,9,8
45,3,51,45,13,12,2,6,2,13,4,2
214,3,44,45,9,3,1,6,7,9,8,6
171,2,30,73,49,40,40,6,47,49,48,46
194,2,30,73,53,40,40,6,53,53,52,52
113,0,30,73,56,40,40,2,56,56,55,55
152,5,30,73,52,40,40,4,52,52,51,51
201,4,45,73,28,24,24,3,24,28,27,24
191,1,45,73,21,2,2,3,21,21,20,20
191,5,45,73,21,2,2,5,21,21,20,20
116,1,45,73,37,32,32,4,33,37,36,32
155,3,73,73,12,9,3,6,6,12,7,5
35,0,110,73,22,16,16,2,22,22,21,21
229,1,110,73,11,8,8,4,9,11,10,8
104,7,110,73,19,16,16,2,18,19,18,17
183,6,110,73,20,16,16,5,20,13,19,19
209,6,150,73,13,12,4,6,5,13,6,4
20,2,105,73,9,4,4,6,5,9,8,4
230,4,54,73,11,6,6,6,11,11,10,10
250,5,54,73,8,4,4,3,7,8,7,6
9,3,54,73,8,6,6,4,7,8,7,6
45,6,22,73,9,6,6,4,9,9,8,8
92,4,22,73,9,1,1,5,9,9,9,8
143,7,60,73,10,1,1,2,10,10,10,9
86,7,60,73,9,1,1,2,9,9,9,8
24,0,60,73,9,1,1,2,9,9,9,8
72,4,60,73,9,1,1,3,9,9,9,8
15,6,146,73,8,6,6,4,8,8,7,7
232,3,126,73,8,1,1,3,8,8,8,7
221,0,62,73,9,8,8,2,9,9,8,8
192,2,62,73,19,16,16,3,19,19,18,18
9,3,18,73,8,6,6,4,7,8,7,6
220,4,122,73,12,6,6,6,8,12,11,7
197,1,122,73,9,6,6,4,9,9,8,8
201,2,26,73,20,16,16,3,17,20,19,16
195,7,26,73,9,1,1,2,9,9,9,8
28,5,26,73,11,8,8,5,10,11,10,9
228,6,154,73,13,8,8,4,9,13,12,8
33,5,154,73,13,8,8,6,9,13,12,8
219,3,154,73,12,8,8,3,9,12,11,8
90,5,154,73,12,8,8,3,9,12,11,8
232,5,41,73,11,8,8,3,11,11,10,10
220,4,41,73,10,6,2,5,6,10,7,5
48,5,41,73,9,6,2,5,5,9,6,4
77,5,41,73,16,8,8,5,12,16,15,11
187,6,57,73,15,12,2,6,5,15,6,4
10,4,57,73,19,12,2,6,9,19,10,8
250,2,57,73,11,4,2,4,9,11,10,8
100,3,156,73,9,6,1,6,4,9,5,3
129,1,28,73,8,2,1,3,7,8,7,6
254,2,58,73,17,8,8,3,15,17,16,14
116,1,58,73,14,8,8,6,11,14,13,10
74,1,58,73,13,8,8,5,10,13,12,9
37,0,58,73,10,8,8,2,10,10,9,9
148,1,78,73,8,6,1,6,3,8,4,2
113,2,178,73,14,12,2,6,4,14,5,3
155,3,50,73,15,12,2,6,5,15,6,4
202,6,50,73,13,12,2,6,3,13,4,2
236,4,50,73,15,12,2,6,5,15,6,4
211,5,50,73,15,12,2,6,5,15,6,4
114,3,13,73,10,6,1,6,5,10,6,4
1,6,25,73,21,16,16,3,21,21,20,20
134,6,25,73,17,16,16,3,17,10,16,16
207,7,25,73,20,16,16,2,20,13,19,19
174,6,25,73,22,16,16,6,22,15,21,21
152,4,37,73,8,2,2,7,8,8,7,7
46,5,37,73,8,2,2,5,8,8,7,7
5,2,9,73,16,12,12,5,13,11,15,12
133,4,9,73,20,12,12,4,20,20,19,19
162,5,9,73,16,12,12,4,16,11,15,15
182,2,9,73,19,12,12,3,19,19,18,18
56,0,35,73,17,16,16,2,17,17,16,16
107,0,35,73,12,8,8,2,9,12,11,9
51,7,35,73,10,8,8,2,9,10,9,8
233,3,35,73,18,16,16,3,18,18,17,17
110,0,106,73,18,15,15,2,18,18,17,17
245,7,106,73,21,15,15,2,17,21,20,16
96,6,106,73,31,15,15,8,17,31,30,16
9,2,106,73,10,8,8,3,9,10,9,8
83,2,3,73,18,16,16,4,18,18,17,17
155,7,3,73,18,16,16,2,18,18,17,17
68,2,3,73,25,24,8,6,9,25,10,8
5,7,27,73,18,16,16,2,18,11,17,17
157,0,27,73,19,16,16,2,19,19,18,18
40,0,27,73,18,16,16,2,18,18,17,17
103,3,27,73,20,16,16,4,19,20,19,18
251,1,43,73,10,8,8,4,10,7,9,9
143,0,43,73,9,8,8,2,9,5,8,8
178,0,43,73,12,8,8,2,9,12,11,8
105,5,43,73,9,8,8,3,9,9,8,8
64,5,184,73,10,8,8,4,9,10,9,8
213,6,184,73,17,8,8,5,9,13,16,8
149,1,184,73,16,12,2,6,6,16,7,5
222,1,184,73,10,8,8,3,9,10,9,8
187,6,56,73,15,12,2,6,5,15,6,4
159,3,56,73,11,8,8,5,10,11,10,9
193,6,56,73,12,8,8,4,10,12,11,9
132,2,11,73,17,12,4,6,8,17,10,7
59,3,11,73,15,12,4,6,7,15,8,6
187,5,11,73,16,12,4,6,7,16,9,6
127,6,11,73,11,8,8,3,11,11,10,10
84,7,142,73,10,8,8,2,10,10,9,9
41,5,142,73,10,8,8,4,9,10,9,8
119,6,142,73,14,12,4,6,6,14,7,5
133,4,142,73,16,12,4,6,8,16,9,7
152,3,14,73,16,12,4,6,8,16,9,7
143,4,14,73,12,8,8,5,10,12,11,9
40,0,14,73,8,4,4,2,8,8,7,7
123,0,14,73,9,4,4,2,9,9,8,8
70,7,134,73,9,8,8,2,9,5,8,8
22,2,134,73,10,8,8,3,10,10,9,9
193,2,134,73,8,4,4,3,8,8,7,7
99,4,134,73,14,8,8,5,10,14,13,9
207,3,24,73,11,8,8,4,11,11,10,10
8,0,24,73,9,8,8,2,9,9,8,8
234,2,24,73,11,8,8,4,10,11,10,9
47,3,7,73,29,16,16,7,18,29,28,17
57,5,7,73,24,16,16,6,20,24,23,19
128,4,152,73,10,8,8,3,9,10,9,8
66,3,152,73,12,8,8,4,9,12,11,8
179,4,152,73,12,8,8,5,12,12,11,11
191,4,170,73,9,8,8,3,9,9,8,8
47,1,170,73,12,8,8,5,9,12,11,8
47,5,170,73,12,8,8,5,9,12,11,8
110,3,170,73,11,8,8,3,9,11,10,8
80,6,46,73,13,8,8,5,11,13,12,10
243,6,46,73,10,8,8,4,10,10,9,9
3,6,46,73,9,8,8,3,9,9,8,8
150,7,46,73,11,8,8,2,11,11,10,10
210,2,15,73,10,8,8,4,9,10,9,8
243,3,15,73,10,8,8,4,9,7,9,8
47,6,15,73,11,8,8,4,9,11,10,8
251,3,15,73,9,8,8,3,9,9,8,8
203,4,33,73,8,6,2,3,4,8,5,3
75,2,33,73,9,6,2,6,5,9,6,4
222,2,42,73,10,8,8,3,10,7,9,9
198,5,42,73,10,8,8,6,9,10,9,8
164,2,42,73,13,8,8,3,8,13,12,8
12,6,162,73,11,8,8,5,10,11,10,9
143,2,162,73,11,8,8,4,11,11,10,10
64,0,162,73,9,8,8,2,9,9,8,8
58,6,6,73,14,8,8,6,12,14,13,11
207,1,6,73,10,8,8,4,10,10,9,9
243,5,138,73,14,8,8,6,9,14,13,8
27,5,138,73,15,8,8,6,10,11,14,9
145,3,138,73,11,8,8,3,9,7,10,8
223,1,138,73,10,8,8,3,10,10,9,9
129,3,38,73,10,8,8,3,9,10,9,8
205,2,38,73,12,8,8,4,10,12,11,9
113,5,38,73,11,8,8,4,11,11,10,10
153,6,38,73,13,12,4,6,5,13,6,4
182,6,10,73,11,8,8,4,10,11,10,9
118,2,10,73,11,8,8,3,10,11,10,9
46,6,10,73,11,8,8,4,10,11,10,9
146,1,10,73,11,8,8,4,10,11,10,9
88,1,74,73,13,8,8,5,13,13,12,12
105,3,74,73,13,8,8,3,13,13,12,12
209,1,74,73,21,8,8,6,10,21,20,9
248,0,74,73,13,8,8,2,13,13,12,12
18,5,34,73,9,8,8,3,9,9,8,8
137,3,34,73,12,8,8,5,10,12,11,9
193,3,34,73,12,8,8,5,10,12,11,9
231,6,34,73,12,8,8,6,10,12,11,9
8,4,130,73,9,8,8,3,9,9,8,8
93,3,130,73,12,8,8,5,10,12,11,9
43,5,130,73,11,8,8,5,10,11,10,9
67,4,2,73,11,8,8,4,10,11,10,9
77,0,2,73,10,8,8,2,10,10,9,9
229,6,2,73,12,8,8,6,10,12,11,9
95,4,172,73,11,8,8,3,10,11,10,9
53,4,51,73,13,12,2,6,3,13,4,2
86,3,12,73,8,6,1,6,3,8,4,2
211,1,19,73,8,6,2,6,4,8,5,3
122,6,30,110,54,40,40,3,54,54,53,53
233,7,30,110,54,40,40,2,54,54,53,53
37,4,30,110,44,40,40,4,44,44,43,43
252,1,30,110,43,40,40,4,41,43,42,40
167,1,45,110,19,2,2,6,19,19,18,18
250,7,45,110,16,2,2,2,16,16,15,15
31,1,45,110,9,2,2,3,9,9,8,8
15,2,45,110,15,2,2,4,15,15,14,14
226,0,73,110,9,6,6,2,8,9,8,7
215,6,73,110,8,6,2,4,4,8,5,3
222,7,110,110,20,16,16,2,19,20,19,19
225,2,110,110,23,16,16,3,22,23,22,22
232,0,150,110,9,8,4,2,5,9,8,4
11,5,150,110,13,12,4,6,5,13,6,4
46,2,150,110,9,4,4,5,5,7,8,4
174,1,105,110,13,12,4,4,5,13,6,4
202,4,105,110,13,12,4,6,5,13,6,4
18,4,105,110,8,4,4,5,5,8,7,4
158,3,54,110,9,6,6,4,9,9,8,8
252,4,54,110,10,6,6,4,7,10,9,6
71,3,54,110,12,8,8,4,9,12,11,8
130,2,60,110,8,1,1,7,8,8,8,7
128,1,60,110,10,1,1,3,10,10,10,9
176,5,60,110,10,1,1,4,10,10,10,9
149,5,60,110,9,1,1,3,9,9,9,8
60,7,146,110,8,6,6,2,8,8,7,7
57,7,126,110,8,6,6,2,8,8,7,7
230,6,126,110,20,18,6,6,8,20,9,7
66,2,62,110,10,3,3,7,8,10,9,7
30,5,18,110,8,6,6,4,8,8,7,7
106,0,122,110,10,6,6,2,9,10,9,8
98,1,122,110,10,6,6,5,9,10,9,8
78,3,26,110,22,16,16,6,16,22,21,16
100,7,26,110,9,8,8,2,9,9,8,8
44,0,26,110,9,8,8,2,9,9,8,8
203,4,154,110,16,8,8,7,9,16,15,8
88,5,154,110,10,8,8,3,9,10,9,8
183,6,154,110,15,8,8,7,9,15,14,8
123,4,154,110,11,8,8,5,9,11,10,8
77,0,41,110,12,8,8,2,12,12,11,11
232,4,41,110,12,8,8,3,11,12,11,10
227,3,41,110,12,8,8,5,9,12,11,8
78,3,41,110,14,8,8,6,9,14,13,8
160,6,57,110,11,4,2,4,9,11,10,8
32,6,57,110,13,4,2,4,11,13,12,10
239,4,57,110,13,4,2,5,11,13,12,10
143,2,57,110,11,4,2,4,9,11,10,8
99,6,28,110,8,6,2,6,4,8,5,3
93,6,28,110,10,6,1,6,5,10,6,4
97,4,58,110,11,8,8,3,11,11,10,10
7,5,58,110,15,8,8,3,11,15,14,10
47,3,58,110,14,8,8,6,11,14,13,10
235,2,58,110,13,8,8,4,12,13,12,11
253,3,13,110,9,2,1,3,8,9,8,7
72,2,25,110,25,24,24,3,25,25,24,24
196,7,25,110,21,16,16,2,21,14,20,20
84,5,25,110,24,16,16,6,24,24,23,23
43,0,25,110,20,16,16,2,20,20,19,19
