Env. Initial State,Org Initial State,Environment rule,Organism rule,Recurrence time,Attractor size,Env Attractor Size,Num unique states,Num. unique rules,Org State Recurrence,Org Rule Recurrence,Env Recurrence
197,2,74,28,11,8,8,3,11,11,10,10
58,1,74,28,12,8,8,4,10,12,11,9
140,6,34,28,9,4,4,5,6,9,8,5
172,5,34,28,17,8,8,8,10,17,16,9
87,0,34,28,16,8,8,2,10,16,15,9
254,0,34,28,10,8,8,2,10,10,9,9
99,4,29,28,8,6,2,6,4,8,5,3
243,1,130,28,9,4,4,5,8,9,8,7
42,0,130,28,10,8,8,2,10,10,9,9
88,4,130,28,10,8,8,4,10,10,9,9
194,0,130,28,10,8,8,2,10,10,9,9
75,1,2,28,11,8,8,4,10,11,10,9
164,5,2,28,11,8,8,4,10,11,10,9
15,6,51,28,13,12,2,6,3,13,4,2
155,3,51,28,13,12,2,6,3,13,4,2
206,3,19,28,8,6,2,6,4,8,5,3
219,0,168,28,9,8,8,2,9,9,8,8
125,7,168,28,11,8,8,2,9,11,10,8
239,6,30,58,43,40,40,3,43,43,42,42
234,2,30,58,47,40,40,6,47,47,46,46
38,5,30,58,52,40,40,6,52,52,51,51
156,4,30,58,45,40,40,7,42,45,44,41
56,0,45,58,33,32,32,2,32,33,32,32
76,1,45,58,27,24,24,3,25,27,26,24
63,0,45,58,18,2,2,2,18,18,17,17
138,7,45,58,17,2,2,2,17,17,16,16
88,2,73,58,9,6,2,6,4,9,6,3
4,5,110,58,21,16,16,3,21,21,20,20
227,0,110,58,17,16,16,2,17,17,16,16
74,4,110,58,21,16,16,4,21,21,20,20
195,3,150,58,13,12,4,6,5,13,6,4
228,3,150,58,13,12,4,3,5,13,6,4
85,6,105,58,13,12,2,6,3,13,4,2
210,1,105,58,13,12,4,6,5,13,6,4
196,4,54,58,11,6,6,5,10,11,10,9
78,2,54,58,8,4,4,5,6,8,7,5
39,5,22,58,15,12,4,4,7,15,8,6
67,0,22,58,8,1,1,2,8,8,8,7
152,4,60,58,10,1,1,6,10,10,10,9
193,7,60,58,10,1,1,2,10,10,10,9
35,2,60,58,10,1,1,5,10,10,10,9
89,4,60,58,9,1,1,5,9,9,9,8
110,5,146,58,9,6,6,3,9,9,8,8
3,6,146,58,10,6,6,3,7,10,9,6
215,5,126,58,14,6,6,6,9,14,13,8
165,7,62,58,21,16,16,2,21,21,20,20
221,3,62,58,15,8,8,6,9,11,14,8
83,6,18,58,12,6,6,7,8,12,11,7
106,5,18,58,8,6,6,3,8,8,7,7
75,5,122,58,8,1,1,5,8,8,8,7
118,5,122,58,11,6,6,5,8,11,10,7
63,3,26,58,13,8,8,4,11,13,12,10
148,1,26,58,13,8,8,6,9,10,12,8
26,1,26,58,9,1,1,5,9,9,9,8
38,6,26,58,8,1,1,4,8,8,8,7
234,0,154,58,11,8,8,2,9,11,10,8
208,0,154,58,9,8,8,2,9,9,8,8
206,6,154,58,13,8,8,5,9,13,12,8
52,6,41,58,13,8,8,4,13,13,12,12
40,1,41,58,9,8,8,3,9,9,8,8
154,4,41,58,12,8,8,4,12,12,11,11
29,1,57,58,8,4,2,5,6,8,7,5
246,5,57,58,13,8,8,6,11,13,12,10
231,5,156,58,8,2,1,5,7,8,7,6
49,6,58,58,14,8,8,6,12,14,13,11
4,6,58,58,8,4,2,3,6,8,7,5
127,1,58,58,18,8,8,3,15,18,17,14
196,1,58,58,12,8,8,4,12,12,11,11
183,3,178,58,14,12,2,6,4,14,5,3
3,1,178,58,15,12,2,6,5,15,6,4
20,4,77,58,9,6,1,6,4,9,5,3
186,5,50,58,15,12,2,6,5,15,6,4
125,0,50,58,8,4,2,2,6,8,7,5
140,6,50,58,14,12,2,6,4,14,5,3
9,7,25,58,28,24,24,2,25,28,27,24
166,0,25,58,20,16,16,2,19,13,19,19
43,3,25,58,20,16,16,4,19,20,19,19
105,3,9,58,16,12,12,3,16,16,15,15
6,2,9,58,17,12,12,5,16,17,16,16
134,1,9,58,13,8,8,5,9,13,12,8
35,2,9,58,15,12,12,5,13,10,14,13
230,5,35,58,20,16,16,6,18,20,19,17
110,7,35,58,18,16,16,2,18,18,17,17
58,3,35,58,31,16,16,7,17,31,30,17
52,7,35,58,18,16,16,2,18,18,17,17
76,6,106,58,8,2,2,4,8,8,7,7
89,5,106,58,20,15,15,4,15,20,19,15
194,4,106,58,19,15,15,5,16,19,18,15
140,7,106,58,16,15,15,2,16,16,15,15
71,7,3,58,18,16,16,2,18,18,17,17
179,1,3,58,18,16,16,4,18,18,17,17
11,3,3,58,28,16,16,8,18,21,27,17
248,5,3,58,19,16,16,3,17,19,18,16
7,2,27,58,19,16,16,4,17,19,18,16
40,6,27,58,25,16,16,8,18,18,24,17
20,5,27,58,18,16,16,3,18,18,17,17
61,2,43,58,15,12,4,6,7,15,8,6
215,0,43,58,8,4,4,2,8,8,7,7
4,7,43,58,10,8,8,2,10,10,9,9
168,6,43,58,17,8,8,6,10,17,16,9
72,0,184,58,9,8,8,2,9,9,8,8
135,4,184,58,16,12,2,6,6,16,7,5
168,1,184,58,10,8,8,3,9,6,9,8
13,6,184,58,15,8,8,6,10,11,14,9
26,1,56,58,16,8,8,4,10,12,15,9
220,2,56,58,9,4,2,5,7,9,8,6
235,1,56,58,17,8,8,4,12,13,16,11
64,0,11,58,10,8,8,2,10,10,9,9
169,1,11,58,11,8,8,3,10,11,10,9
236,4,11,58,8,4,4,3,7,8,7,6
121,2,142,58,15,12,4,6,7,15,8,6
60,1,142,58,12,8,8,4,9,12,11,8
210,4,142,58,10,8,8,4,9,10,9,8
36,6,142,58,8,4,4,4,8,8,7,7
171,2,14,58,25,8,8,8,11,25,24,10
184,1,14,58,8,4,4,4,8,8,7,7
45,0,14,58,12,8,8,2,9,12,11,8
106,5,14,58,15,8,8,3,9,15,14,8
91,5,134,58,11,8,8,4,10,11,10,9
201,4,134,58,10,8,8,3,10,10,9,9
217,7,134,58,9,4,4,2,8,9,8,7
177,6,134,58,14,8,8,6,10,14,13,9
129,0,24,58,11,8,8,2,11,11,10,10
235,7,24,58,10,8,8,2,10,10,9,9
159,4,24,58,11,8,8,3,11,11,10,10
167,4,7,58,8,2,2,5,8,8,7,7
112,5,7,58,19,16,16,4,17,19,18,16
116,1,152,58,12,8,8,6,12,12,11,11
30,0,152,58,13,8,8,2,13,13,12,12
254,7,152,58,16,8,8,2,16,16,15,15
16,4,170,58,10,8,8,4,9,10,9,8
222,1,170,58,10,8,8,3,9,10,9,8
9,1,170,58,10,8,8,3,9,10,9,8
75,1,170,58,12,8,8,4,9,12,11,8
233,1,46,58,11,8,8,3,10,11,10,9
214,7,46,58,11,8,8,2,11,11,10,10
32,4,46,58,10,8,8,3,10,10,9,9
130,6,46,58,11,8,8,3,11,11,10,10
147,5,15,58,10,8,8,3,9,10,9,8
104,6,15,58,10,8,8,3,9,10,9,8
71,3,15,58,13,8,8,6,9,13,12,8
193,7,15,58,9,8,8,2,9,9,8,8
31,5,42,58,11,8,8,5,10,11,10,9
212,6,42,58,16,8,8,4,9,16,15,8
84,1,42,58,18,8,8,8,9,18,17,8
23,4,42,58,10,8,8,3,10,10,9,9
109,2,162,58,20,8,8,6,10,20,19,9
55,7,162,58,10,8,8,2,10,10,9,9
238,1,162,58,14,12,2,6,4,14,5,3
186,4,6,58,8,4,4,4,8,8,7,7
210,5,6,58,11,8,8,4,11,11,10,10
177,4,6,58,14,8,8,6,10,14,13,9
192,7,6,58,12,8,8,2,9,12,11,8
47,2,5,58,8,6,2,6,4,8,5,3
125,3,138,58,10,8,8,3,10,10,9,9
80,1,138,58,10,8,8,4,10,10,9,9
117,0,138,58,10,8,8,2,10,10,9,9
41,6,138,58,13,8,8,5,10,13,12,9
181,6,38,58,27,24,8,6,11,27,12,10
161,5,38,58,15,8,8,7,9,15,14,8
184,2,38,58,11,8,8,4,11,11,10,10
154,0,38,58,11,8,8,2,11,11,10,10
219,1,10,58,10,8,8,4,10,10,9,9
253,7,10,58,11,8,8,2,10,11,10,9
84,0,74,58,10,8,8,2,10,10,9,9
232,6,74,58,10,8,8,3,10,10,9,9
131,0,74,58,9,8,8,2,9,9,8,8
177,3,74,58,29,24,24,4,25,29,28,24
156,4,34,58,14,8,8,6,10,14,13,9
221,4,34,58,8,4,4,5,6,8,7,5
165,4,34,58,18,8,8,6,10,18,17,9
205,7,34,58,10,8,8,2,10,10,9,9
165,5,130,58,10,8,8,4,10,10,9,9
53,0,2,58,10,8,8,2,10,10,9,9
55,1,2,58,10,8,8,3,10,10,9,9
87,3,168,58,15,8,8,5,9,11,14,8
243,4,136,58,8,1,1,6,8,8,8,7
235,2,30,78,51,40,40,8,51,51,50,50
156,2,30,78,45,40,40,7,42,45,44,41
210,1,30,78,56,40,40,6,55,56,55,54
161,7,30,78,11,8,8,2,11,11,10,10
134,7,45,78,14,2,2,2,14,14,13,13
247,0,45,78,21,2,2,2,21,21,20,20
176,5,45,78,21,16,16,5,17,21,20,16
101,2,45,78,10,2,2,4,10,10,9,9
206,0,110,78,21,16,16,2,21,21,20,20
116,6,110,78,28,16,16,7,18,28,27,17
183,0,110,78,20,16,16,2,20,13,19,19
176,4,110,78,34,16,16,8,18,34,33,17
59,3,105,78,13,12,4,6,5,13,6,4
178,1,105,78,12,8,4,5,5,12,11,4
90,3,54,78,12,6,6,5,8,12,11,7
211,4,54,78,14,6,6,6,9,14,13,8
46,4,22,78,9,1,1,5,9,9,9,8
99,0,60,78,8,1,1,2,8,8,8,7
26,5,60,78,10,1,1,4,10,10,10,9
189,2,60,78,9,1,1,6,9,9,9,8
76,2,60,78,10,1,1,4,10,10,10,9
140,3,146,78,13,6,6,8,9,13,12,8
199,6,62,78,10,9,3,6,4,10,5,3
114,7,62,78,8,3,3,2,8,8,7,7
163,5,62,78,19,16,16,4,18,19,18,17
208,7,62,78,18,16,16,2,18,18,17,17
63,0,18,78,8,6,6,2,8,8,7,7
105,7,122,78,8,1,1,2,8,8,8,7
33,1,122,78,9,1,1,3,9,9,9,8
84,1,122,78,14,12,2,6,4,14,5,3
203,7,26,78,10,8,8,2,10,10,9,9
24,4,26,78,10,1,1,5,10,10,10,9
140,1,26,78,11,8,8,4,9,11,10,8
133,6,26,78,11,8,8,3,9,8,10,8
150,2,154,78,10,8,8,3,9,10,9,8
24,1,154,78,15,8,8,6,9,15,14,8
245,5,154,78,16,8,8,7,9,16,15,8
103,7,154,78,9,8,8,2,9,9,8,8
100,5,41,78,12,8,8,6,10,12,11,9
44,1,41,78,9,6,2,3,5,9,6,4
182,6,41,78,15,8,8,5,9,15,14,8
176,4,57,78,18,12,2,6,8,18,9,7
91,5,57,78,16,8,8,5,9,16,15,8
24,3,57,78,12,4,2,4,10,12,11,9
33,4,57,78,11,8,8,3,11,11,10,10
68,6,156,78,9,6,1,6,4,9,5,3
249,5,28,78,8,2,1,3,7,8,7,6
142,7,58,78,11,8,8,2,11,11,10,10
95,2,58,78,12,8,8,3,12,12,11,11
19,4,58,78,18,8,8,7,12,18,17,11
46,4,58,78,17,8,8,5,11,17,16,10
130,4,78,78,9,3,1,6,7,9,8,6
119,6,178,78,14,12,2,6,4,14,5,3
241,2,77,78,9,6,1,6,4,9,5,3
74,2,25,78,28,24,24,4,24,28,27,24
37,2,25,78,30,24,24,6,24,30,29,24
201,3,25,78,31,24,24,7,24,31,30,24
88,3,25,78,23,16,16,3,23,16,22,22
42,6,9,78,16,12,12,4,16,16,15,15
192,4,9,78,17,12,12,3,17,12,16,16
100,0,9,78,14,12,12,2,14,14,13,13
58,1,9,78,18,12,12,5,13,18,17,12
23,4,35,78,19,16,16,3,18,19,18,18
152,2,35,78,24,16,16,5,17,24,23,16
44,7,35,78,19,16,16,2,19,19,18,18
106,7,35,78,10,8,8,2,10,10,9,9
109,0,106,78,18,15,15,2,16,18,17,15
73,7,106,78,12,8,8,2,9,12,11,8
28,1,106,78,19,15,15,5,16,19,18,15
74,5,106,78,10,8,8,3,9,10,9,8
212,0,3,78,18,16,16,2,18,18,17,17
135,4,3,78,26,16,16,8,17,19,25,16
192,6,3,78,18,16,16,4,17,18,17,16
163,2,27,78,19,16,16,4,18,19,18,17
106,5,27,78,18,16,16,3,18,18,17,17
137,0,27,78,11,8,8,2,10,11,10,9
44,2,27,78,20,16,16,5,20,20,19,19
35,6,43,78,16,12,4,6,7,16,9,7
211,2,43,78,16,12,4,6,7,16,9,6
3,2,43,78,12,8,8,4,9,12,11,8
130,6,184,78,12,8,8,3,9,12,11,8
250,1,184,78,11,8,8,5,9,11,10,8
227,1,184,78,18,8,8,7,11,14,17,10
130,4,56,78,10,8,8,4,9,10,9,8
14,7,56,78,10,8,8,2,10,10,9,9
91,7,56,78,9,8,8,2,9,9,8,8
142,3,11,78,14,8,8,6,10,14,13,9
216,2,11,78,17,12,4,6,8,17,10,7
59,2,11,78,15,12,4,6,7,15,8,6
43,2,11,78,17,12,4,6,9,17,10,8
239,2,142,78,13,8,8,5,10,13,12,9
143,4,142,78,12,8,8,5,9,12,11,8
8,0,14,78,10,8,8,2,10,10,9,9
251,7,14,78,11,8,8,2,11,11,10,10
8,1,14,78,10,8,8,3,10,10,9,9
249,0,14,78,10,8,8,2,10,10,9,9
218,3,134,78,10,8,8,3,10,10,9,9
64,2,134,78,9,8,8,3,9,9,8,8
181,4,134,78,10,8,8,4,10,10,9,9
18,7,134,78,11,8,8,2,11,11,10,10
122,0,24,78,11,8,8,2,11,11,10,10
16,3,24,78,9,8,8,3,9,9,8,8
157,5,24,78,11,8,8,5,11,11,10,10
42,2,24,78,12,8,8,4,10,12,11,9
137,6,7,78,23,16,16,6,20,23,22,19
198,5,7,78,25,16,16,6,18,25,24,17
89,2,152,78,11,8,8,5,11,11,10,10
63,2,152,78,15,8,8,3,15,15,14,14
97,0,152,78,11,8,8,2,11,11,10,10
72,1,170,78,9,8,8,3,9,9,8,8
97,6,170,78,14,8,8,6,9,14,13,8
226,5,170,78,13,8,8,6,9,13,12,8
194,5,170,78,13,8,8,5,9,13,12,8
2,3,46,78,10,8,8,3,10,10,9,9
146,4,46,78,11,8,8,5,11,11,10,10
36,2,46,78,10,8,8,5,10,10,9,9
20,1,46,78,15,8,8,6,11,15,14,10
100,2,15,78,17,8,8,6,9,17,16,8
14,6,15,78,14,8,8,5,9,10,13,8
133,7,15,78,9,8,8,2,9,5,8,8
41,6,42,78,15,8,8,5,9,15,14,8
63,1,42,78,10,8,8,3,10,10,9,9
137,1,42,78,11,8,8,3,9,11,10,8
206,3,42,78,14,12,4,6,6,14,7,5
9,7,162,78,10,8,8,2,9,10,9,8
19,2,162,78,11,8,8,4,10,11,10,9
53,1,162,78,11,8,8,4,10,11,10,9
57,1,162,78,15,8,8,5,10,15,14,9
244,2,6,78,10,4,4,4,8,10,9,7
195,6,6,78,14,8,8,6,10,14,13,9
133,6,138,78,10,8,8,3,10,10,9,9
247,5,138,78,14,8,8,6,10,14,13,9
28,7,138,78,9,8,8,2,9,9,8,8
92,1,138,78,16,8,8,5,10,16,15,9
53,1,38,78,27,24,8,6,11,27,12,10
235,6,38,78,11,8,8,3,11,11,10,10
190,2,38,78,11,8,8,3,11,11,10,10
134,4,38,78,13,8,8,6,9,13,12,8
27,5,10,78,15,8,8,6,10,11,14,9
112,3,10,78,13,8,8,5,10,13,12,9
165,7,10,78,11,8,8,2,10,11,10,9
67,7,10,78,10,8,8,2,10,10,9,9
222,6,74,78,16,8,8,4,14,16,15,13
239,7,74,78,11,8,8,2,11,11,10,10
14,7,74,78,9,8,8,2,9,9,8,8
89,6,34,78,16,8,8,6,10,16,15,9
13,5,34,78,12,8,8,5,10,12,11,9
84,0,34,78,9,8,8,2,9,9,8,8
253,2,34,78,10,8,8,4,10,10,9,9
225,3,130,78,12,8,8,5,11,12,11,10
141,6,130,78,11,8,8,5,10,11,10,9
87,6,130,78,12,8,8,5,10,12,11,9
13,7,130,78,10,8,8,2,10,10,9,9
49,3,2,78,13,8,8,5,10,13,12,9
56,1,2,78,10,8,8,4,10,10,9,9
241,3,2,78,10,8,8,4,10,10,9,9
151,3,2,78,10,8,8,3,10,10,9,9
123,1,172,78,11,8,8,5,9,11,10,8
229,6,108,78,9,6,2,6,4,9,6,3
166,6,104,78,8,1,1,5,8,8,8,7
127,0,140,78,8,1,1,2,8,8,8,7
141,3,19,78,14,12,2,6,4,14,5,3
104,3,30,178,11,8,8,3,11,11,10,10
195,0,30,178,53,40,40,2,53,53,52,52
109,6,30,178,46,40,40,3,45,46,45,44
8,1,30,178,42,40,40,3,42,42,41,41
252,0,45,178,18,2,2,2,18,18,17,17
25,7,45,178,18,2,2,2,18,18,17,17
62,5,73,178,9,6,6,5,7,9,8,6
184,6,110,178,26,16,16,4,23,26,25,22
1,4,110,178,21,16,16,3,21,14,20,20
185,6,110,178,18,16,16,4,17,18,17,16
249,3,110,178,22,16,16,3,19,22,21,18
49,2,105,178,8,4,4,6,5,8,7,4
229,3,105,178,13,12,4,6,5,13,6,4
90,3,105,178,13,12,4,6,5,13,6,4
172,6,54,178,13,6,6,7,8,13,12,7
65,3,22,178,11,4,4,6,5,11,10,4
30,0,22,178,9,6,6,2,8,9,8,7
207,5,22,178,9,6,6,4,7,9,8,6
226,4,22,178,9,1,1,4,9,9,9,8
40,6,60,178,8,1,1,6,8,8,8,7
168,0,60,178,10,1,1,2,10,10,10,9
52,0,60,178,10,1,1,2,10,10,10,9
206,6,146,178,15,6,6,5,9,15,14,8
127,5,146,178,9,1,1,3,9,9,9,8
162,7,62,178,23,16,16,2,21,23,22,20
34,7,62,178,12,8,8,2,10,8,11,9
171,6,62,178,8,3,3,4,8,8,7,7
174,5,62,178,8,3,3,4,8,8,7,7
104,5,18,178,8,6,6,3,8,8,7,7
169,0,122,178,9,6,6,2,9,9,8,8
152,1,122,178,14,6,6,7,9,14,13,8
244,4,122,178,10,6,6,4,9,10,9,8
39,6,122,178,8,6,2,4,4,8,5,3
240,3,26,178,9,1,1,5,9,9,9,8
133,7,26,178,9,8,8,2,9,9,8,8
52,1,26,178,9,1,1,5,9,9,9,8
212,1,154,178,12,8,8,4,9,12,11,8
217,7,154,178,9,8,8,2,9,9,8,8
73,2,154,178,9,8,8,3,9,6,8,8
249,0,154,178,9,8,8,2,9,9,8,8
134,5,41,178,13,8,8,3,13,13,12,12
126,2,41,178,10,8,8,3,10,10,9,9
71,3,57,178,8,4,2,5,6,8,7,5
130,1,57,178,11,4,2,5,8,11,10,8
181,1,57,178,12,8,8,4,9,12,11,8
37,5,57,178,16,8,8,5,9,16,15,8
69,6,156,178,9,6,1,6,4,9,5,3
175,6,156,178,8,3,1,3,6,8,7,5
52,4,28,178,9,6,2,6,5,9,6,4
185,6,58,178,17,16,16,5,17,17,16,16
104,7,58,178,13,8,8,2,13,13,12,12
73,6,58,178,16,8,8,5,10,16,15,9
143,5,78,178,8,3,1,4,6,8,7,5
254,4,178,178,8,4,2,3,6,8,7,5
40,5,178,178,15,12,2,6,5,15,6,4
226,2,178,178,14,12,2,6,4,14,5,3
253,3,178,178,8,4,2,3,6,8,7,5
21,1,77,178,8,6,1,6,3,8,4,2
21,4,50,178,14,12,2,6,4,14,5,3
19,2,13,178,8,6,1,6,3,8,4,2
1,3,25,178,21,16,16,3,21,21,20,20
211,1,25,178,23,16,16,5,20,23,22,19
66,4,9,178,18,12,12,5,18,18,17,17
28,2,9,178,18,12,12,7,13,13,17,12
158,2,9,178,16,12,12,3,16,11,15,15
53,2,9,178,18,12,12,6,16,18,17,15
54,7,35,178,18,16,16,2,18,18,17,17
216,3,35,178,24,16,16,6,18,24,23,17
187,3,35,178,26,24,8,6,10,26,11,9
249,7,35,178,17,16,16,2,17,17,16,16
123,3,106,178,17,15,15,3,17,17,16,16
32,2,106,178,9,8,8,3,9,9,8,8
184,1,106,178,19,15,15,4,16,19,18,15
74,6,3,178,18,16,16,3,18,18,17,17
9,4,3,178,18,16,16,3,17,18,17,16
17,7,3,178,10,8,8,2,9,10,9,8
32,7,3,178,17,16,16,2,17,17,16,16
94,0,27,178,20,16,16,2,19,20,19,18
18,2,27,178,18,16,16,4,17,18,17,16
103,7,27,178,19,16,16,2,19,19,18,18
247,1,27,178,17,16,16,3,17,17,16,16
100,4,43,178,8,4,4,3,8,8,7,7
4,4,43,178,14,8,8,4,10,14,13,9
25,2,43,178,16,12,4,6,8,16,9,7
115,0,184,178,11,8,8,2,10,7,10,9
8,6,184,178,14,8,8,5,9,14,13,8
177,5,184,178,8,4,2,4,6,8,7,5
87,3,184,178,15,8,8,5,9,11,14,8
100,6,56,178,13,8,8,5,10,13,12,9
186,4,56,178,9,4,2,5,7,9,8,6
144,3,56,178,10,8,8,3,9,10,9,8
246,1,56,178,9,4,2,3,7,9,8,6
5,2,11,178,14,8,8,4,10,10,13,9
101,2,11,178,9,4,4,3,9,9,8,8
248,0,11,178,9,8,8,2,9,6,8,8
16,2,11,178,16,8,8,5,10,16,15,9
49,7,142,178,8,4,4,2,8,8,7,7
126,2,142,178,11,8,8,3,9,11,10,8
239,1,142,178,13,8,8,5,10,13,12,9
203,5,14,178,16,12,4,6,8,16,9,7
18,6,14,178,8,4,4,3,8,8,7,7
199,4,14,178,13,8,8,6,10,13,12,9
55,0,134,178,12,8,8,2,12,12,11,11
3,1,134,178,14,8,8,5,9,14,13,8
39,1,24,178,11,8,8,4,11,11,10,10
226,4,24,178,11,8,8,4,10,11,10,9
48,1,24,178,11,8,8,4,11,11,10,10
114,4,24,178,18,8,8,5,11,18,17,10
199,7,7,178,17,16,16,2,17,17,16,16
116,2,7,178,19,16,16,4,19,12,18,18
48,4,7,178,26,16,16,7,17,26,25,16
241,3,152,178,11,4,4,4,9,11,10,8
26,4,152,178,8,4,4,4,6,8,7,5
75,1,152,178,9,4,4,5,6,9,8,5
100,4,152,178,16,8,8,5,11,16,15,10
86,2,170,178,15,8,8,3,8,15,14,8
110,4,170,178,17,8,8,6,9,17,16,8
170,5,170,178,13,12,2,6,3,13,4,2
42,3,170,178,11,8,8,5,9,11,10,8
190,0,46,178,11,8,8,2,11,11,10,10
19,2,46,178,10,8,8,5,10,10,9,9
155,4,46,178,10,8,8,5,10,10,9,9
238,4,46,178,14,12,4,6,6,14,7,5
225,7,15,178,9,8,8,2,9,9,8,8
231,4,15,178,15,8,8,5,9,15,14,8
179,6,15,178,12,8,8,5,9,12,11,8
49,7,42,178,10,8,8,2,9,10,9,8
90,5,42,178,13,8,8,4,9,13,12,8
51,1,42,178,13,12,4,6,5,13,6,4
27,3,42,178,11,8,8,4,9,11,10,8
38,0,162,178,10,8,8,2,10,10,9,9
163,2,162,178,15,8,8,7,10,15,14,9
161,2,162,178,10,8,8,3,10,10,9,9
252,5,6,178,12,8,8,3,10,12,11,9
26,5,6,178,14,12,4,6,6,14,7,5
178,3,6,178,15,12,4,6,6,15,8,6
252,3,138,178,10,8,8,3,9,10,9,8
211,5,138,178,13,8,8,5,10,13,12,9
138,3,138,178,11,8,8,5,10,11,10,9
14,1,138,178,13,8,8,6,9,13,12,8
169,7,38,178,11,8,8,2,11,11,10,10
53,6,38,178,27,24,8,6,11,27,12,10
191,3,38,178,11,8,8,5,10,11,10,9
223,5,10,178,10,8,8,3,10,10,9,9
215,2,10,178,10,8,8,3,10,10,9,9
97,1,10,178,10,8,8,3,10,10,9,9
47,1,10,178,11,8,8,4,10,11,10,9
48,7,74,178,10,8,8,2,10,10,9,9
33,3,74,178,13,8,8,5,9,13,12,8
124,1,74,178,15,8,8,5,13,15,14,12
230,1,74,178,13,8,8,7,12,13,12,11
172,0,34,178,10,8,8,2,10,10,9,9
247,7,34,178,10,8,8,2,10,10,9,9
37,2,34,178,18,8,8,6,9,18,17,8
45,1,130,178,10,8,8,3,10,10,9,9
40,6,130,178,11,8,8,5,10,11,10,9
160,5,130,178,11,8,8,4,10,11,10,9
94,5,2,178,10,8,8,3,10,10,9,9
90,6,2,178,10,8,8,3,10,10,9,9
178,0,2,178,10,8,8,2,9,10,9,9
43,5,2,178,11,8,8,5,10,11,10,9
186,0,172,178,10,8,8,2,10,10,9,9
78,6,23,178,14,12,2,6,4,14,5,3
50,3,23,178,8,6,2,6,4,8,5,3
16,3,30,77,42,40,40,3,42,42,41,41
137,3,30,77,53,40,40,4,52,53,52,51
174,7,30,77,47,40,40,2,47,47,46,46
20,6,30,77,50,40,40,3,50,50,49,49
30,5,45,77,15,2,2,5,15,15,14,14
205,6,45,77,24,16,16,6,17,24,23,16
124,0,45,77,9,2,2,2,9,9,8,8
184,1,45,77,15,12,4,6,5,15,8,4
116,4,73,77,13,6,6,7,8,10,12,7
28,3,110,77,21,16,16,4,19,13,20,18
87,4,110,77,21,16,16,3,21,14,20,20
117,5,110,77,37,16,16,8,21,37,36,20
118,3,110,77,21,16,16,5,21,21,20,20
140,1,150,77,8,4,4,5,5,8,7,4
113,1,150,77,11,8,4,4,4,11,10,4
26,4,105,77,13,12,4,6,5,13,6,4
174,2,105,77,13,12,4,4,5,13,6,4
17,4,54,77,10,4,4,5,5,10,9,4
254,4,54,77,8,4,4,3,8,8,7,7
138,6,22,77,8,1,1,5,8,8,8,7
149,3,22,77,10,1,1,3,10,10,10,9
235,1,60,77,8,1,1,4,8,8,8,7
183,0,60,77,9,1,1,2,9,9,9,8
61,6,60,77,10,1,1,5,10,10,10,9
1,3,60,77,10,1,1,3,10,10,10,9
123,5,146,77,8,6,6,3,8,8,7,7
105,7,146,77,8,6,6,2,7,8,7,6
186,1,126,77,8,6,6,4,8,8,7,7
208,5,62,77,19,16,16,6,18,19,18,17
230,4,62,77,17,16,16,5,17,17,16,16
103,3,62,77,17,16,16,5,17,17,16,16
96,2,62,77,19,16,16,3,19,19,18,18
208,2,18,77,10,6,6,4,8,10,9,7
39,3,122,77,8,6,2,4,4,8,5,3
85,5,122,77,13,12,2,6,3,13,4,2
109,1,122,77,9,6,6,3,8,9,8,7
214,0,122,77,8,6,6,2,8,8,7,7
27,1,26,77,25,24,8,6,9,25,10,8
183,4,26,77,10,8,8,3,10,10,9,9
199,3,26,77,26,24,8,6,10,26,11,9
135,2,26,77,9,1,1,6,9,9,9,8
7,6,154,77,9,8,8,3,9,9,8,8
147,4,154,77,11,8,8,4,9,11,10,8
114,6,154,77,10,8,8,4,9,10,9,8
48,0,154,77,9,8,8,2,9,9,8,8
236,5,41,77,8,2,2,3,8,8,7,7
224,3,41,77,12,8,8,5,12,12,11,11
37,1,57,77,16,8,8,5,9,16,15,8
137,5,57,77,17,12,2,6,7,17,8,6
29,3,57,77,16,12,2,6,6,16,7,5
184,4,57,77,15,12,2,6,5,15,6,4
52,5,28,77,10,6,2,6,5,10,7,4
25,1,58,77,13,8,8,4,10,13,12,9
197,2,58,77,12,8,8,4,11,12,11,10
112,1,58,77,11,8,8,4,11,11,10,10
27,6,58,77,13,8,8,4,10,13,12,9
65,3,78,77,12,6,1,6,6,12,8,6
239,0,178,77,8,4,2,2,6,8,7,5
173,1,178,77,13,12,2,6,3,13,4,2
152,4,178,77,14,12,2,6,4,14,5,3
38,5,77,77,8,6,1,6,3,8,4,2
92,2,50,77,15,12,2,6,5,15,6,4
89,5,13,77,9,6,1,6,4,9,5,3
209,5,13,77,9,6,1,6,4,9,5,3
107,0,25,77,26,24,24,2,26,26,25,25
49,0,25,77,21,16,16,2,21,21,20,20
192,6,25,77,25,16,16,4,23,18,24,22
190,3,37,77,8,6,2,6,4,8,5,3
140,5,37,77,8,2,2,4,8,8,7,7
240,2,9,77,14,8,8,6,10,14,13,9
12,7,9,77,17,12,12,2,17,17,16,16
90,7,35,77,10,8,8,2,10,10,9,9
213,2,35,77,13,8,8,5,12,13,12,11
225,3,35,77,22,16,16,6,17,15,21,16
145,3,35,77,18,16,16,3,17,18,17,16
5,3,106,77,9,8,8,3,9,9,8,8
